DATE,AGE 50-64
6/25/17,559
7/2/17,489
7/9/17,505
7/16/17,462
7/23/17,450
7/30/17,459
8/6/17,415
8/13/17,441
8/20/17,427
8/27/17,473
9/3/17,526
9/10/17,587
9/17/17,706
9/24/17,664
10/1/17,746
10/8/17,2142
10/15/17,2146
10/22/17,2278
10/29/17,2648
11/5/17,2730
11/12/17,3044
11/19/17,3610
11/26/17,3414
12/3/17,4412
12/10/17,4670
12/17/17,5910
12/24/17,9160
12/31/17,11508
1/7/18,13742
1/14/18,15544
1/21/18,15138
1/28/18,17822
2/4/18,17830
2/11/18,17252
2/18/18,16158
2/25/18,11610
3/4/18,8208
3/11/18,6276
3/18/18,5644
3/25/18,5126
4/1/18,4590
4/8/18,4306
4/15/18,3636
4/22/18,2854
4/29/18,2742
5/6/18,2434
5/13/18,1870
5/20/18,1810
5/27/18,1768
6/3/18,1692
6/10/18,1604
6/17/18,1398
6/24/18,1458
7/1/18,1338
7/8/18,1078
7/15/18,1254
7/22/18,1132
7/29/18,1048
8/5/18,1050
8/12/18,1082
8/19/18,1032
8/26/18,1218
9/2/18,1312
9/9/18,1534
9/16/18,1658
9/23/18,1844
9/30/18,1862
10/7/18,1563
10/14/18,1667
10/21/18,1752
10/28/18,1835
11/4/18,1825
11/11/18,1840
11/18/18,1998
11/25/18,2112
12/2/18,2758
12/9/18,2456
12/16/18,2779
12/23/18,3322
12/30/18,4471
1/13/19,5204
1/20/19,4826
1/27/19,4235
2/3/19,4457
2/10/19,5116
2/17/19,6174
2/24/19,6333
3/3/19,6124
3/10/19,5706
3/17/19,5368
3/24/19,5353
3/31/19,4532
4/7/19,3811
4/14/19,3274
4/21/19,2568
4/28/19,2108
5/5/19,2000
5/12/19,1667
5/19/19,1480
5/26/19,1437
6/2/19,1347
6/9/19,1279
6/16/19,1242
6/23/19,1051
6/30/19,998
7/7/19,910
7/14/19,797
7/21/19,799
7/28/19,757
8/4/19,763
8/11/19,658
8/18/19,766
8/25/19,788
9/1/19,762
9/8/19,896
9/15/19,1033
9/22/19,1173
9/29/19,1251
10/6/19,1368
10/13/19,1764
10/20/19,2015
10/27/19,2110
11/3/19,2305
11/10/19,2279
11/17/19,2453
11/24/19,2741
12/1/19,3101
12/8/19,3199
12/15/19,3929
12/22/19,4114
12/29/19,4835
1/5/20,7638
1/12/20,9209
1/19/20,8196
1/26/20,7386
2/2/20,7973
2/9/20,9527
2/16/20,10049
2/23/20,9231
3/1/20,8320
3/8/20,8276
3/15/20,8891
3/22/20,11334
3/29/20,12478
4/5/20,10825
4/12/20,8696
4/19/20,6043
4/26/20,4184
5/3/20,3289
5/10/20,2670
5/17/20,2241
5/24/20,2171
5/31/20,2148
6/7/20,1878
6/14/20,1705
6/21/20,1726
6/28/20,2001
7/5/20,2649
7/12/20,3223
7/19/20,3765
7/26/20,3566
8/2/20,3089
8/9/20,2595
8/16/20,2361
8/23/20,2174
8/30/20,1894
9/6/20,1821
9/13/20,1698
9/20/20,1793
9/27/20,1794
10/4/20,1944
10/11/20,2376
10/18/20,3012
10/25/20,2554
11/1/20,2834
11/8/20,2770
11/15/20,3291
11/22/20,3736
11/29/20,3960
12/6/20,3962
12/13/20,3988
12/20/20,4073
12/27/20,3846
1/3/21,3925
1/10/21,4520
1/17/21,3525
1/24/21,3311
1/31/21,2810
2/7/21,2527
2/14/21,2136
2/21/21,1922
2/28/21,1900
3/7/21,1813
3/14/21,1906
3/21/21,1909
3/28/21,2057
4/4/21,2129
4/11/21,2290
4/18/21,2364
4/25/21,2143
5/2/21,2045
5/9/21,1803
5/16/21,1843
5/23/21,1745
5/30/21,1596
6/6/21,1576
6/13/21,1528
6/20/21,1515
6/27/21,1652
7/4/21,1678
7/11/21,1978
7/18/21,2400
7/25/21,2899
8/1/21,3618
8/8/21,4328
8/15/21,4556
8/22/21,4744
8/29/21,4341
9/5/21,3889
9/12/21,3738
9/19/21,3296
9/26/21,2768
10/3/21,2320
10/10/21,3210
10/17/21,2944
10/24/21,2940
10/31/21,2850
11/7/21,2918
11/14/21,3190
11/21/21,3635
11/28/21,3715
12/5/21,4880
12/12/21,4856
12/19/21,5230
12/26/21,7767
1/2/22,13517
1/9/22,12064
1/16/22,8731
1/23/22,6219
1/30/22,4562
2/6/22,3016
2/13/22,2401
2/20/22,2080
2/27/22,1814
3/6/22,1862
3/13/22,1949
3/20/22,2199
3/27/22,2337
4/3/22,2382
4/10/22,2571
4/17/22,2865
4/24/22,3170
5/1/22,3350
5/8/22,3607
5/15/22,3886
5/22/22,3980
5/29/22,4075
6/5/22,4063
6/12/22,3941
6/19/22,3665
6/26/22,3736
7/3/22,3524
7/10/22,3699
7/17/22,3546
7/24/22,3485
7/31/22,3485
8/7/22,3105
8/14/22,2828
8/21/22,2819
8/28/22,2730
9/4/22,2671
9/11/22,2701
9/18/22,2599
9/25/22,2633
10/2/22,2764
10/9/22,3716
