DATE,AGE 5-24
10/14/07,2433
10/21/07,2551
10/28/07,2788
11/4/07,2998
11/11/07,3303
11/18/07,3290
11/25/07,2631
12/2/07,3158
12/9/07,2907
12/16/07,2694
12/23/07,2724
12/30/07,2348
1/13/08,2568
1/20/08,3644
1/27/08,4900
2/3/08,7661
2/10/08,11974
2/17/08,15323
2/24/08,14336
3/2/08,12783
3/9/08,9958
3/16/08,7849
3/23/08,6112
3/30/08,4493
4/6/08,3395
4/13/08,2697
4/20/08,2354
4/27/08,2013
5/4/08,1713
5/11/08,1416
5/18/08,1381
5/25/08,1274
6/1/08,1116
6/8/08,1083
6/15/08,906
6/22/08,886
6/29/08,855
7/6/08,810
7/13/08,762
7/20/08,749
7/27/08,703
8/3/08,704
8/10/08,763
8/17/08,706
8/24/08,745
8/31/08,754
9/7/08,892
9/14/08,880
9/21/08,994
9/28/08,1527
10/5/08,1306
10/12/08,2352
10/19/08,2291
10/26/08,2219
11/2/08,2474
11/9/08,2547
11/16/08,2668
11/23/08,2854
11/30/08,2828
12/7/08,2412
12/14/08,2913
12/21/08,3024
12/28/08,2579
1/4/09,2367
1/11/09,2042
1/18/09,3345
1/25/09,4597
2/1/09,6602
2/8/09,8882
2/15/09,11215
2/22/09,9851
3/1/09,10092
3/8/09,9116
3/15/09,7446
3/22/09,6036
3/29/09,5052
4/5/09,4283
4/12/09,3407
4/19/09,2761
4/26/09,2855
5/3/09,8043
5/10/09,6221
5/17/09,5888
5/24/09,12026
5/31/09,12461
6/7/09,8615
6/14/09,5660
6/21/09,4740
6/28/09,3700
7/5/09,2893
7/12/09,2481
7/19/09,2437
7/26/09,2285
8/2/09,2199
8/9/09,2082
8/16/09,2321
8/23/09,4210
8/30/09,8253
9/6/09,13114
9/13/09,13407
9/20/09,15326
9/27/09,14152
10/4/09,16291
10/11/09,27406
10/18/09,32585
10/25/09,39364
11/1/09,36860
11/8/09,30860
11/15/09,21112
11/22/09,14652
11/29/09,8237
12/6/09,7988
12/13/09,7218
12/20/09,5785
12/27/09,4127
1/3/10,3726
1/10/10,3961
1/17/10,4614
1/24/10,5079
1/31/10,5655
2/7/10,6142
2/14/10,5577
2/21/10,5536
2/28/10,6207
3/7/10,5685
3/14/10,5270
3/21/10,4466
3/28/10,4108
4/4/10,3733
4/11/10,2933
4/18/10,3110
4/25/10,3044
5/2/10,2972
5/9/10,2901
5/16/10,2645
5/23/10,2553
5/30/10,2188
6/6/10,2172
6/13/10,1831
6/20/10,1784
6/27/10,1779
7/4/10,1541
7/11/10,1566
7/18/10,1450
7/25/10,1335
8/1/10,1279
8/8/10,1357
8/15/10,1307
8/22/10,1592
8/29/10,1592
9/5/10,1866
9/12/10,1959
9/19/10,2118
9/26/10,2510
10/3/10,2383
10/10/10,3142
10/17/10,3522
10/24/10,3641
10/31/10,3822
11/7/10,4397
11/14/10,4679
11/21/10,5322
11/28/10,4145
12/5/10,4978
12/12/10,5867
12/19/10,7194
12/26/10,7071
1/2/11,5764
1/9/11,6342
1/16/11,7773
1/23/11,11243
1/30/11,15291
2/6/11,16366
2/13/11,16516
2/20/11,17493
2/27/11,13718
3/6/11,10496
3/13/11,8427
3/20/11,6702
3/27/11,5489
4/3/11,5025
4/10/11,4557
4/17/11,3562
4/24/11,3064
5/1/11,2673
5/8/11,2553
5/15/11,2595
5/22/11,2280
5/29/11,2110
6/5/11,1980
6/12/11,1760
6/19/11,1599
6/26/11,1422
7/3/11,1462
7/10/11,1269
7/17/11,1206
7/24/11,1184
7/31/11,1188
8/7/11,1125
8/14/11,1223
8/21/11,1358
8/28/11,1600
9/4/11,1781
9/11/11,1809
9/18/11,2206
9/25/11,2264
10/2/11,2514
10/9/11,3485
10/16/11,3667
10/23/11,3837
10/30/11,4035
11/6/11,4658
11/13/11,4348
11/20/11,4361
11/27/11,3340
12/4/11,3955
12/11/11,4040
12/18/11,4097
12/25/11,3535
1/1/12,3184
1/8/12,3393
1/15/12,3636
1/22/12,4030
1/29/12,4802
2/5/12,5336
2/12/12,5555
2/19/12,5994
2/26/12,5990
3/4/12,6239
3/11/12,6493
3/18/12,6768
3/25/12,5683
4/1/12,5256
4/8/12,4631
4/15/12,4059
4/22/12,4020
4/29/12,3802
5/6/12,3671
5/13/12,3468
5/20/12,3087
5/27/12,3011
6/3/12,2601
6/10/12,2352
6/17/12,2024
6/24/12,1974
7/1/12,1850
7/8/12,1706
7/15/12,1751
7/22/12,1640
7/29/12,1721
8/5/12,1706
8/12/12,1718
8/19/12,1755
8/26/12,2128
9/2/12,2335
9/9/12,2294
9/16/12,2870
9/23/12,2972
9/30/12,2867
10/7/12,3691
10/14/12,4007
10/21/12,4233
10/28/12,4268
11/4/12,4422
11/11/12,5145
11/18/12,5526
11/25/12,5387
12/2/12,7018
12/9/12,10857
12/16/12,12945
12/23/12,13971
12/30/12,11391
1/13/13,9108
1/20/13,13424
1/27/13,15992
2/3/13,13439
2/10/13,12653
2/17/13,10816
2/24/13,9395
3/3/13,8415
3/10/13,7981
3/17/13,7709
3/24/13,7065
3/31/13,6095
4/7/13,5204
4/14/13,4299
4/21/13,3929
4/28/13,3509
5/5/13,3364
5/12/13,3142
5/19/13,2877
5/26/13,2583
6/2/13,2219
6/9/13,2094
6/16/13,1779
6/23/13,1713
6/30/13,1766
7/7/13,1581
7/14/13,1489
7/21/13,1491
7/28/13,1405
8/4/13,1464
8/11/13,1284
8/18/13,1338
8/25/13,1366
9/1/13,1561
9/8/13,1814
9/15/13,2035
9/22/13,2437
9/29/13,2683
10/6/13,2963
10/13/13,3769
10/20/13,3925
10/27/13,3880
11/3/13,4484
11/10/13,4642
11/17/13,5062
11/24/13,5000
12/1/13,5579
12/8/13,4313
12/15/13,6579
12/22/13,7046
12/29/13,8406
1/5/14,7485
1/12/14,6726
1/19/14,7881
1/26/14,9517
2/2/14,8858
2/9/14,8714
2/16/14,7711
2/23/14,6717
3/2/14,6121
3/9/14,5875
3/16/14,5575
3/23/14,5022
3/30/14,5611
4/6/14,5812
4/13/14,5659
4/20/14,5587
4/27/14,4279
5/4/14,3770
5/11/14,3591
5/18/14,3615
5/25/14,3256
6/1/14,3068
6/8/14,2459
6/15/14,2349
6/22/14,2181
6/29/14,2009
7/6/14,1917
7/13/14,1688
7/20/14,1623
7/27/14,1621
8/3/14,1450
8/10/14,1655
8/17/14,1528
8/24/14,1631
8/31/14,1813
9/7/14,2184
9/14/14,2258
9/21/14,3316
9/28/14,3650
10/5/14,3447
10/12/14,3994
10/19/14,4437
10/26/14,4728
11/2/14,4955
11/9/14,5102
11/16/14,5799
11/23/14,5816
11/30/14,7322
12/7/14,6848
12/14/14,9106
12/21/14,13050
12/28/14,16418
1/4/15,13951
1/11/15,9406
1/18/15,11966
1/25/15,13949
2/1/15,13159
2/8/15,12093
2/15/15,10328
2/22/15,8164
3/1/15,7280
3/8/15,7116
3/15/15,6748
3/22/15,6084
3/29/15,6003
4/5/15,5623
4/12/15,4634
4/19/15,4214
4/26/15,4011
5/3/15,4280
5/10/15,4079
5/17/15,3641
5/24/15,3296
5/31/15,2714
6/7/15,2345
6/14/15,2284
6/21/15,2046
6/28/15,1921
7/5/15,1701
7/12/15,1675
7/19/15,1609
7/26/15,1498
8/2/15,1459
8/9/15,1590
8/16/15,1667
8/23/15,1815
8/30/15,2033
9/6/15,2292
9/13/15,2169
9/20/15,2744
9/27/15,2947
10/4/15,2746
10/11/15,3693
10/18/15,4007
10/25/15,4360
11/1/15,4148
11/8/15,4783
11/15/15,4725
11/22/15,5076
11/29/15,4073
12/6/15,5076
12/13/15,5384
12/20/15,5105
12/27/15,4317
1/3/16,4011
1/10/16,4494
1/17/16,5362
1/24/16,5380
1/31/16,6882
2/7/16,7353
2/14/16,8434
2/21/16,9325
2/28/16,10127
3/6/16,11415
3/13/16,11856
3/20/16,9334
3/27/16,8489
4/3/16,7392
4/10/16,6403
4/17/16,6595
4/24/16,6357
5/1/16,5557
5/8/16,4729
5/15/16,4046
5/22/16,3630
5/29/16,3126
6/5/16,2620
6/12/16,2313
6/19/16,2171
6/26/16,1905
7/3/16,1810
7/10/16,1641
7/17/16,1599
7/24/16,1621
7/31/16,1624
8/7/16,1496
8/14/16,1639
8/21/16,1914
8/28/16,2364
9/4/16,2651
9/11/16,2604
9/18/16,3073
9/25/16,3298
10/2/16,3334
10/9/16,4169
10/16/16,4078
10/23/16,4452
10/30/16,4769
11/6/16,5287
11/13/16,5193
11/20/16,5610
11/27/16,4567
12/4/16,5655
12/11/16,5812
12/18/16,6724
12/25/16,7469
1/1/17,7144
1/8/17,6786
1/15/17,8843
1/22/17,12147
1/29/17,14073
2/5/17,17482
2/12/17,20150
2/19/17,18692
2/26/17,17300
3/5/17,12394
3/12/17,11552
3/19/17,10084
3/26/17,11503
4/2/17,10149
4/9/17,8178
4/16/17,5847
4/23/17,4683
4/30/17,4497
5/7/17,4105
5/14/17,3831
5/21/17,3518
5/28/17,3060
6/4/17,2575
6/11/17,2377
6/18/17,2099
6/25/17,1971
7/2/17,1748
7/9/17,1564
7/16/17,1578
7/23/17,1421
7/30/17,1515
8/6/17,1485
8/13/17,1481
8/20/17,1691
8/27/17,2549
9/3/17,2726
9/10/17,2488
9/17/17,2942
9/24/17,3075
10/1/17,3201
10/8/17,9112
10/15/17,8906
10/22/17,9986
10/29/17,11062
11/5/17,12268
11/12/17,13342
11/19/17,15154
11/26/17,11750
12/3/17,14948
12/10/17,16976
12/17/17,22518
12/24/17,28332
12/31/17,23080
1/7/18,23434
1/14/18,34714
1/21/18,43794
1/28/18,61250
2/4/18,74400
2/11/18,77212
2/18/18,64248
2/25/18,40900
3/4/18,26784
3/11/18,21700
3/18/18,18936
3/25/18,17280
4/1/18,14428
4/8/18,12436
4/15/18,11010
4/22/18,10538
4/29/18,10672
5/6/18,9630
5/13/18,8266
5/20/18,7528
5/27/18,6858
6/3/18,5974
6/10/18,5104
6/17/18,4490
6/24/18,4324
7/1/18,3832
7/8/18,3724
7/15/18,3802
7/22/18,3440
7/29/18,3286
8/5/18,3538
8/12/18,3568
8/19/18,4340
8/26/18,4936
9/2/18,5660
9/9/18,6686
9/16/18,7320
9/23/18,7898
9/30/18,8396
10/7/18,6341
10/14/18,6279
10/21/18,6802
10/28/18,7487
11/4/18,8291
11/11/18,8451
11/18/18,8076
11/25/18,7197
12/2/18,8788
12/9/18,9276
12/16/18,11376
12/23/18,12816
12/30/18,12044
1/13/19,9572
1/20/19,10758
1/27/19,14265
2/3/19,16965
2/10/19,22217
2/17/19,29772
2/24/19,29255
3/3/19,26502
3/10/19,23468
3/17/19,21760
3/24/19,20081
3/31/19,16800
4/7/19,13642
4/14/19,11768
4/21/19,10005
4/28/19,7904
5/5/19,6621
5/12/19,6207
5/19/19,5906
5/26/19,5530
6/2/19,5234
6/9/19,4660
6/16/19,4115
6/23/19,3741
6/30/19,3288
7/7/19,3117
7/14/19,2726
7/21/19,2661
7/28/19,2571
8/4/19,2466
8/11/19,2438
8/18/19,2392
8/25/19,2831
9/1/19,3503
9/8/19,4244
9/15/19,4548
9/22/19,5502
9/29/19,5678
10/6/19,6121
10/13/19,7658
10/20/19,7638
10/27/19,8292
11/3/19,9349
11/10/19,10068
11/17/19,12551
11/24/19,13671
12/1/19,17058
12/8/19,14821
12/15/19,16397
12/22/19,21877
12/29/19,29182
1/5/20,34004
1/12/20,23392
1/19/20,22756
1/26/20,29668
2/2/20,35275
2/9/20,44117
2/16/20,45513
2/23/20,36909
3/1/20,28531
3/8/20,25490
3/15/20,26396
3/22/20,27756
3/29/20,17512
4/5/20,8322
4/12/20,4852
4/19/20,3426
4/26/20,2667
5/3/20,2317
5/10/20,2098
5/17/20,1889
5/24/20,1960
5/31/20,2402
6/7/20,1898
6/14/20,1969
6/21/20,2141
6/28/20,2679
7/5/20,3491
7/12/20,3970
7/19/20,4095
7/26/20,4075
8/2/20,3560
8/9/20,3497
8/16/20,3272
8/23/20,3167
8/30/20,3283
9/6/20,3951
9/13/20,3616
9/20/20,3822
9/27/20,3628
10/4/20,4366
10/11/20,4748
10/18/20,5258
10/25/20,4631
11/1/20,4852
11/8/20,4924
11/15/20,5837
11/22/20,5549
11/29/20,5342
12/6/20,4585
12/13/20,4875
12/20/20,4726
12/27/20,4282
1/3/21,3564
1/10/21,3934
1/17/21,4056
1/24/21,4056
1/31/21,3955
2/7/21,4015
2/14/21,3736
2/21/21,3146
2/28/21,3541
3/7/21,3544
3/14/21,3811
3/21/21,3856
3/28/21,3915
4/4/21,4089
4/11/21,4692
4/18/21,4909
4/25/21,5095
5/2/21,5517
5/9/21,5403
5/16/21,5492
5/23/21,5414
5/30/21,4967
6/6/21,4856
6/13/21,4646
6/20/21,4619
6/27/21,4611
7/4/21,4757
7/11/21,5310
7/18/21,5930
7/25/21,7171
8/1/21,8575
8/8/21,8901
8/15/21,10105
8/22/21,12282
8/29/21,13529
9/5/21,13057
9/12/21,12253
9/19/21,11583
9/26/21,11397
10/3/21,10065
10/10/21,13175
10/17/21,11954
10/24/21,11448
10/31/21,11881
11/7/21,14444
11/14/21,15933
11/21/21,17350
11/28/21,13394
12/5/21,17338
12/12/21,19950
12/19/21,23449
12/26/21,25049
1/2/22,28970
1/9/22,24806
1/16/22,20205
1/23/22,13305
1/30/22,9503
2/6/22,7740
2/13/22,7604
2/20/22,8497
2/27/22,8336
3/6/22,9827
3/13/22,11091
3/20/22,12118
3/27/22,12647
4/3/22,13658
4/10/22,15181
4/17/22,16092
4/24/22,15745
5/1/22,16956
5/8/22,18627
5/15/22,20490
5/22/22,20742
5/29/22,20530
6/5/22,17513
6/12/22,13726
6/19/22,11205
6/26/22,9933
7/3/22,8513
7/10/22,8593
7/17/22,8111
7/24/22,8116
7/31/22,7859
8/7/22,7477
8/14/22,7907
8/21/22,9934
8/28/22,12593
9/4/22,13893
9/11/22,13475
9/18/22,14467
9/25/22,16571
10/2/22,16622
10/9/22,18196
