time,generation solar
2015-01-17 18:00:00,89
2015-01-17 19:00:00,79
2015-01-17 20:00:00,71
2015-01-17 21:00:00,70
2015-01-17 22:00:00,70
2015-01-17 23:00:00,70
2015-01-18 00:00:00,61
2015-01-18 01:00:00,54
2015-01-18 02:00:00,54
2015-01-18 03:00:00,54
2015-01-18 04:00:00,54
2015-01-18 05:00:00,54
2015-01-18 06:00:00,55
2015-01-18 07:00:00,74
2015-01-18 08:00:00,360
2015-01-18 09:00:00,717
2015-01-18 10:00:00,817
2015-01-18 11:00:00,827
2015-01-18 12:00:00,824
2015-01-18 13:00:00,669
2015-01-18 14:00:00,481
2015-01-18 15:00:00,262
2015-01-18 16:00:00,103
2015-01-18 17:00:00,69
2015-01-18 18:00:00,69
2015-01-18 19:00:00,67
2015-01-18 20:00:00,65
2015-01-18 21:00:00,65
2015-01-18 22:00:00,65
2015-01-18 23:00:00,65
2015-01-19 00:00:00,65
2015-01-19 01:00:00,65
2015-01-19 02:00:00,65
2015-01-19 03:00:00,65
2015-01-19 04:00:00,66
2015-01-19 05:00:00,74
2015-01-19 06:00:00,66
2015-01-19 07:00:00,68
2015-01-19 08:00:00,317
2015-01-19 09:00:00,962
2015-01-19 10:00:00,1714
2015-01-19 11:00:00,2127
2015-01-19 12:00:00,2268
2015-01-19 13:00:00,2356
2015-01-19 14:00:00,2288
2015-01-19 15:00:00,2003
2015-01-19 16:00:00,1307
2015-01-19 17:00:00,414
2015-01-19 18:00:00,860.5
2015-01-19 19:00:00,637.25
2015-01-19 20:00:00,40
2015-01-19 21:00:00,38
2015-01-19 22:00:00,38
2015-01-19 23:00:00,38
2015-01-20 00:00:00,38
2015-01-20 01:00:00,38
2015-01-20 02:00:00,38
2015-01-20 03:00:00,38
2015-01-20 04:00:00,40
2015-01-20 05:00:00,46
2015-01-20 06:00:00,41
2015-01-20 07:00:00,60
2015-01-20 08:00:00,435
2015-01-20 09:00:00,1034
2015-01-20 10:00:00,1552
2015-01-20 11:00:00,1806
2015-01-20 12:00:00,1740
2015-01-20 13:00:00,1466
2015-01-20 14:00:00,1204
2015-01-20 15:00:00,836
2015-01-20 16:00:00,295
2015-01-20 17:00:00,92
2015-01-20 18:00:00,87
2015-01-20 19:00:00,86
2015-01-20 20:00:00,82
2015-01-20 21:00:00,81
2015-01-20 22:00:00,81
2015-01-20 23:00:00,81
2015-01-21 00:00:00,81
2015-01-21 01:00:00,81
2015-01-21 02:00:00,81
2015-01-21 03:00:00,81
2015-01-21 04:00:00,81
2015-01-21 05:00:00,81
2015-01-21 06:00:00,82
2015-01-21 07:00:00,100
2015-01-21 08:00:00,616
2015-01-21 09:00:00,1488
2015-01-21 10:00:00,1969
2015-01-21 11:00:00,2183
2015-01-21 12:00:00,2170
2015-01-21 13:00:00,2057
2015-01-21 14:00:00,1513
2015-01-21 15:00:00,931
2015-01-21 16:00:00,367
2015-01-21 17:00:00,106
2015-01-21 18:00:00,102
2015-01-21 19:00:00,94
2015-01-21 20:00:00,78
2015-01-21 21:00:00,70
2015-01-21 22:00:00,70
2015-01-21 23:00:00,70
2015-01-22 00:00:00,70
2015-01-22 01:00:00,70
2015-01-22 02:00:00,70
2015-01-22 03:00:00,70
2015-01-22 04:00:00,70
2015-01-22 05:00:00,69
2015-01-22 06:00:00,70
2015-01-22 07:00:00,87
2015-01-22 08:00:00,621
2015-01-22 09:00:00,1627
2015-01-22 10:00:00,2432
2015-01-22 11:00:00,2851
2015-01-22 12:00:00,2532
2015-01-22 13:00:00,2255
2015-01-22 14:00:00,2154
2015-01-22 15:00:00,1853
2015-01-22 16:00:00,1186
2015-01-22 17:00:00,424
2015-01-22 18:00:00,135
2015-01-22 19:00:00,77
2015-01-22 20:00:00,70
2015-01-22 21:00:00,70
2015-01-22 22:00:00,70
2015-01-22 23:00:00,70
2015-01-23 00:00:00,70
2015-01-23 01:00:00,70
2015-01-23 02:00:00,70
2015-01-23 03:00:00,70
2015-01-23 04:00:00,69
2015-01-23 05:00:00,69
2015-01-23 06:00:00,69
2015-01-23 07:00:00,111
2015-01-23 08:00:00,967
2015-01-23 09:00:00,2243
2015-01-23 10:00:00,3335
2015-01-23 11:00:00,3967
2015-01-23 12:00:00,4026
2015-01-23 13:00:00,3928
2015-01-23 14:00:00,3642
2015-01-23 15:00:00,3104
2015-01-23 16:00:00,1809
2015-01-23 17:00:00,580
2015-01-23 18:00:00,208
2015-01-23 19:00:00,148
2015-01-23 20:00:00,138
2015-01-23 21:00:00,137
2015-01-23 22:00:00,137
2015-01-23 23:00:00,137
2015-01-24 00:00:00,137
2015-01-24 01:00:00,128
2015-01-24 02:00:00,118
2015-01-24 03:00:00,100
2015-01-24 04:00:00,100
2015-01-24 05:00:00,100
2015-01-24 06:00:00,101
2015-01-24 07:00:00,148
2015-01-24 08:00:00,1002
2015-01-24 09:00:00,2228
2015-01-24 10:00:00,3533
2015-01-24 11:00:00,4190
2015-01-24 12:00:00,4277
2015-01-24 13:00:00,4176
2015-01-24 14:00:00,4113
2015-01-24 15:00:00,3604
2015-01-24 16:00:00,2259
2015-01-24 17:00:00,792
2015-01-24 18:00:00,268
2015-01-24 19:00:00,175
2015-01-24 20:00:00,110
2015-01-24 21:00:00,110
2015-01-24 22:00:00,109
2015-01-24 23:00:00,109
2015-01-25 00:00:00,109
2015-01-25 01:00:00,109
2015-01-25 02:00:00,109
2015-01-25 03:00:00,109
2015-01-25 04:00:00,109
2015-01-25 05:00:00,110
2015-01-25 06:00:00,117
2015-01-25 07:00:00,167
2015-01-25 08:00:00,1072
2015-01-25 09:00:00,2418
2015-01-25 10:00:00,3832
2015-01-25 11:00:00,4392
2015-01-25 12:00:00,4437
2015-01-25 13:00:00,4394
2015-01-25 14:00:00,4223
2015-01-25 15:00:00,3731
2015-01-25 16:00:00,2334
2015-01-25 17:00:00,828
2015-01-25 18:00:00,342
2015-01-25 19:00:00,244
2015-01-25 20:00:00,169
2015-01-25 21:00:00,137
2015-01-25 22:00:00,136
2015-01-25 23:00:00,136
2015-01-26 00:00:00,136
2015-01-26 01:00:00,136
2015-01-26 02:00:00,136
2015-01-26 03:00:00,135
2015-01-26 04:00:00,136
2015-01-26 05:00:00,137
2015-01-26 06:00:00,127
2015-01-26 07:00:00,165
2015-01-26 08:00:00,1090
2015-01-26 09:00:00,2572
2015-01-26 10:00:00,3983
2015-01-26 11:00:00,4392
2015-01-26 12:00:00,4280
2015-01-26 13:00:00,4132
2015-01-26 14:00:00,3841
2015-01-26 15:00:00,3250
2015-01-26 16:00:00,2066
2015-01-26 17:00:00,752
2015-01-26 18:00:00,295
2015-01-26 19:00:00,218
2015-01-26 20:00:00,154
2015-01-26 21:00:00,142
2015-01-26 22:00:00,123
2015-01-26 23:00:00,117
2015-01-27 00:00:00,116
2015-01-27 01:00:00,111
2015-01-27 02:00:00,95
2015-01-27 03:00:00,95
2015-01-27 04:00:00,95
2015-01-27 05:00:00,95
2015-01-27 06:00:00,99
2015-01-27 07:00:00,151
2015-01-27 08:00:00,868
2015-01-27 09:00:00,1996
2015-01-27 10:00:00,3044
2015-01-27 11:00:00,3603
2015-01-27 12:00:00,3698
2015-01-27 13:00:00,3694
2015-01-27 14:00:00,3527
2015-01-27 15:00:00,3017
2015-01-27 16:00:00,1922
2015-01-27 17:00:00,665
2015-01-27 18:00:00,1293.5
2015-01-27 19:00:00,142
2015-01-27 20:00:00,130
2015-01-27 21:00:00,131
2015-01-27 22:00:00,131
2015-01-27 23:00:00,131
2015-01-28 00:00:00,113
2015-01-28 01:00:00,93
2015-01-28 02:00:00,93
2015-01-28 03:00:00,93
2015-01-28 04:00:00,93
2015-01-28 05:00:00,83
2015-01-28 06:00:00,84
2015-01-28 07:00:00,134
2015-01-28 08:00:00,973
2015-01-28 09:00:00,2198
2015-01-28 10:00:00,3396
2015-01-28 11:00:00,3934
2015-01-28 12:00:00,3665
2015-01-28 13:00:00,4079
2015-01-28 14:00:00,3940
2015-01-28 15:00:00,3397
2015-01-28 16:00:00,2102
2015-01-28 17:00:00,738
2015-01-28 18:00:00,313
2015-01-28 19:00:00,197
2015-01-28 20:00:00,131
2015-01-28 21:00:00,113
2015-01-28 22:00:00,112
2015-01-28 23:00:00,103
2015-01-29 00:00:00,91
2015-01-29 01:00:00,91
2015-01-29 02:00:00,83
2015-01-29 03:00:00,75
2015-01-29 04:00:00,75
2015-01-29 05:00:00,75
2015-01-29 06:00:00,75
2015-01-29 07:00:00,114
2015-01-29 08:00:00,709
2015-01-29 09:00:00,1622
2015-01-29 10:00:00,2214
2015-01-29 11:00:00,2537
2015-01-29 12:00:00,2463
2015-01-29 13:00:00,2163
2015-01-29 14:00:00,1615
2015-01-29 15:00:00,949
2015-01-29 16:00:00,372
2015-01-29 17:00:00,108
2015-01-29 18:00:00,98
2015-01-29 19:00:00,95
2015-01-29 20:00:00,71
2015-01-29 21:00:00,55
2015-01-29 22:00:00,55
2015-01-29 23:00:00,55
2015-01-30 00:00:00,55
2015-01-30 01:00:00,55
2015-01-30 02:00:00,55
2015-01-30 03:00:00,55
2015-01-30 04:00:00,55
2015-01-30 05:00:00,55
2015-01-30 06:00:00,56
2015-01-30 07:00:00,62
2015-01-30 08:00:00,288
2015-01-30 09:00:00,783
2015-01-30 10:00:00,1180
2015-01-30 11:00:00,1336
2015-01-30 12:00:00,1202
2015-01-30 13:00:00,1078
2015-01-30 14:00:00,906
2015-01-30 15:00:00,613
2015-01-30 16:00:00,266
2015-01-30 17:00:00,128
2015-01-30 18:00:00,130
2015-01-30 19:00:00,32
2015-01-30 20:00:00,17
2015-01-30 21:00:00,50
2015-01-30 22:00:00,26
2015-01-30 23:00:00,23
2015-01-31 00:00:00,121
2015-01-31 01:00:00,121
2015-01-31 02:00:00,121
2015-01-31 03:00:00,121
2015-01-31 04:00:00,121
2015-01-31 05:00:00,120
2015-01-31 06:00:00,44
2015-01-31 07:00:00,37
2015-01-31 08:00:00,468
2015-01-31 09:00:00,1303
2015-01-31 10:00:00,1850
2015-01-31 11:00:00,2419
2015-01-31 12:00:00,2551
2015-01-31 13:00:00,2434
2015-01-31 14:00:00,2144
2015-01-31 15:00:00,1805
2015-01-31 16:00:00,1213
2015-01-31 17:00:00,417
2015-01-31 18:00:00,125
2015-01-31 19:00:00,121
2015-01-31 20:00:00,100
2015-01-31 21:00:00,82
2015-01-31 22:00:00,54
2015-01-31 23:00:00,48
2015-02-01 00:00:00,49
2015-02-01 01:00:00,48
2015-02-01 02:00:00,48
2015-02-01 03:00:00,47
2015-02-01 04:00:00,47
2015-02-01 05:00:00,47
2015-02-01 06:00:00,48
2015-02-01 07:00:00,73
2015-02-01 08:00:00,809
2015-02-01 09:00:00,1981
2015-02-01 10:00:00,3082
2015-02-01 11:00:00,3817
2015-02-01 12:00:00,3836
2015-02-01 13:00:00,3701
2015-02-01 14:00:00,3475
2015-02-01 15:00:00,2742
2015-02-01 16:00:00,1281
2015-02-01 17:00:00,328
2015-02-01 18:00:00,161
2015-02-01 19:00:00,124
2015-02-01 20:00:00,86
2015-02-01 21:00:00,62
2015-02-01 22:00:00,62
2015-02-01 23:00:00,138
2015-02-02 00:00:00,137
2015-02-02 01:00:00,137
2015-02-02 02:00:00,136
2015-02-02 03:00:00,116
2015-02-02 04:00:00,90
2015-02-02 05:00:00,90
2015-02-02 06:00:00,91
2015-02-02 07:00:00,122
2015-02-02 08:00:00,455
2015-02-02 09:00:00,950
2015-02-02 10:00:00,1330
2015-02-02 11:00:00,1486
2015-02-02 12:00:00,1489
2015-02-02 13:00:00,1282
2015-02-02 14:00:00,1086
2015-02-02 15:00:00,786
2015-02-02 16:00:00,343
2015-02-02 17:00:00,91
2015-02-02 18:00:00,56
2015-02-02 19:00:00,55
2015-02-02 20:00:00,41
2015-02-02 21:00:00,43
2015-02-02 22:00:00,42
2015-02-02 23:00:00,77
2015-02-03 00:00:00,77
2015-02-03 01:00:00,77
2015-02-03 02:00:00,77
2015-02-03 03:00:00,75
2015-02-03 04:00:00,75
2015-02-03 05:00:00,75
2015-02-03 06:00:00,80
2015-02-03 07:00:00,426
2015-02-03 08:00:00,1339
2015-02-03 09:00:00,2394
2015-02-03 10:00:00,3133
2015-02-03 11:00:00,3457
2015-02-03 12:00:00,3612
2015-02-03 13:00:00,3621
2015-02-03 14:00:00,3525
2015-02-03 15:00:00,3120
2015-02-03 16:00:00,2238
2015-02-03 17:00:00,987
2015-02-03 18:00:00,394
2015-02-03 19:00:00,273
2015-02-03 20:00:00,251
2015-02-03 21:00:00,213
2015-02-03 22:00:00,162
2015-02-03 23:00:00,666
2015-02-04 00:00:00,665
2015-02-04 01:00:00,661
2015-02-04 02:00:00,654
2015-02-04 03:00:00,633
2015-02-04 04:00:00,504
2015-02-04 05:00:00,228
2015-02-04 06:00:00,147
2015-02-04 07:00:00,436
2015-02-04 08:00:00,1673
2015-02-04 09:00:00,3635
2015-02-04 10:00:00,4894
2015-02-04 11:00:00,5323
2015-02-04 12:00:00,5555
2015-02-04 13:00:00,5620
2015-02-04 14:00:00,5517
2015-02-04 15:00:00,5236
2015-02-04 16:00:00,4798
2015-02-04 17:00:00,3891
2015-02-04 18:00:00,2315
2015-02-04 19:00:00,1141
2015-02-04 20:00:00,718
2015-02-04 21:00:00,704
2015-02-04 22:00:00,683
2015-02-04 23:00:00,321
2015-02-05 00:00:00,244
2015-02-05 01:00:00,184
2015-02-05 02:00:00,146
2015-02-05 03:00:00,122
2015-02-05 04:00:00,61
2015-02-05 05:00:00,33
2015-02-05 06:00:00,93
2015-02-05 07:00:00,657
2015-02-05 08:00:00,1983
2015-02-05 09:00:00,3771
2015-02-05 10:00:00,4546
2015-02-05 11:00:00,4804
2015-02-05 12:00:00,4957
2015-02-05 13:00:00,4915
2015-02-05 14:00:00,4766
2015-02-05 15:00:00,4406
2015-02-05 16:00:00,3924
2015-02-05 17:00:00,3033
2015-02-05 18:00:00,2035
2015-02-05 19:00:00,1070
2015-02-05 20:00:00,663
2015-02-05 21:00:00,602
2015-02-05 22:00:00,604
2015-02-05 23:00:00,661
2015-02-06 00:00:00,665
2015-02-06 01:00:00,661
2015-02-06 02:00:00,621
2015-02-06 03:00:00,560
2015-02-06 04:00:00,465
2015-02-06 05:00:00,425
2015-02-06 06:00:00,518
2015-02-06 07:00:00,1272
2015-02-06 08:00:00,3123
2015-02-06 09:00:00,4415
2015-02-06 10:00:00,4950
2015-02-06 11:00:00,5245
2015-02-06 12:00:00,5366
2015-02-06 13:00:00,5338
2015-02-06 14:00:00,5083
2015-02-06 15:00:00,4666
2015-02-06 16:00:00,4279
2015-02-06 17:00:00,3709
2015-02-06 18:00:00,2866
2015-02-06 19:00:00,1846
2015-02-06 20:00:00,989
2015-02-06 21:00:00,838
2015-02-06 22:00:00,825
2015-02-06 23:00:00,448
2015-02-07 00:00:00,368
2015-02-07 01:00:00,284
2015-02-07 02:00:00,233
2015-02-07 03:00:00,164
2015-02-07 04:00:00,123
2015-02-07 05:00:00,70
2015-02-07 06:00:00,158
2015-02-07 07:00:00,673
2015-02-07 08:00:00,1870
2015-02-07 09:00:00,3375
2015-02-07 10:00:00,4055
2015-02-07 11:00:00,4463
2015-02-07 12:00:00,4778
2015-02-07 13:00:00,4922
2015-02-07 14:00:00,4851
2015-02-07 15:00:00,4748
2015-02-07 16:00:00,4518
2015-02-07 17:00:00,3987
2015-02-07 18:00:00,3297
2015-02-07 19:00:00,2093
2015-02-07 20:00:00,1040
2015-02-07 21:00:00,726
2015-02-07 22:00:00,676
2015-02-07 23:00:00,687
2015-02-08 00:00:00,689
2015-02-08 01:00:00,688
2015-02-08 02:00:00,685
2015-02-08 03:00:00,685
2015-02-08 04:00:00,624
2015-02-08 05:00:00,496
2015-02-08 06:00:00,322
2015-02-08 07:00:00,808
2015-02-08 08:00:00,2429
2015-02-08 09:00:00,4004
2015-02-08 10:00:00,4609
2015-02-08 11:00:00,4932
2015-02-08 12:00:00,5076
2015-02-08 13:00:00,5137
2015-02-08 14:00:00,5097
2015-02-08 15:00:00,4896
2015-02-08 16:00:00,4503
2015-02-08 17:00:00,3847
2015-02-08 18:00:00,2860
2015-02-08 19:00:00,1541
2015-02-08 20:00:00,756
2015-02-08 21:00:00,621
2015-02-08 22:00:00,624
2015-02-08 23:00:00,299
2015-02-09 00:00:00,173
2015-02-09 01:00:00,82
2015-02-09 02:00:00,68
2015-02-09 03:00:00,69
2015-02-09 04:00:00,69
2015-02-09 05:00:00,68
2015-02-09 06:00:00,76
2015-02-09 07:00:00,307
2015-02-09 08:00:00,1153
2015-02-09 09:00:00,2639
2015-02-09 10:00:00,3479
2015-02-09 11:00:00,3937
2015-02-09 12:00:00,4191
2015-02-09 13:00:00,4189
2015-02-09 14:00:00,4165
2015-02-09 15:00:00,3988
2015-02-09 16:00:00,3761
2015-02-09 17:00:00,3326
2015-02-09 18:00:00,2221
2015-02-09 19:00:00,949
2015-02-09 20:00:00,550
2015-02-09 21:00:00,519
2015-02-09 22:00:00,494
2015-02-09 23:00:00,356
2015-02-10 00:00:00,313
2015-02-10 01:00:00,217
2015-02-10 02:00:00,188
2015-02-10 03:00:00,143
2015-02-10 04:00:00,113
2015-02-10 05:00:00,113
2015-02-10 06:00:00,118
2015-02-10 07:00:00,223
2015-02-10 08:00:00,1098
2015-02-10 09:00:00,2612
2015-02-10 10:00:00,4112
2015-02-10 11:00:00,4513
2015-02-10 12:00:00,4770
2015-02-10 13:00:00,4701
2015-02-10 14:00:00,4449
2015-02-10 15:00:00,3918
2015-02-10 16:00:00,3237
2015-02-10 17:00:00,2407
2015-02-10 18:00:00,1060
2015-02-10 19:00:00,593
2015-02-10 20:00:00,493
2015-02-10 21:00:00,408
2015-02-10 22:00:00,248
2015-02-10 23:00:00,31
2015-02-11 00:00:00,31
2015-02-11 01:00:00,31
2015-02-11 02:00:00,22
2015-02-11 03:00:00,22
2015-02-11 04:00:00,22
2015-02-11 05:00:00,22
2015-02-11 06:00:00,32
2015-02-11 07:00:00,84
2015-02-11 08:00:00,332
2015-02-11 09:00:00,676
2015-02-11 10:00:00,833
2015-02-11 11:00:00,967
2015-02-11 12:00:00,928
2015-02-11 13:00:00,816
2015-02-11 14:00:00,672
2015-02-11 15:00:00,521
2015-02-11 16:00:00,185
2015-02-11 17:00:00,39
2015-02-11 18:00:00,34
2015-02-11 19:00:00,34
2015-02-11 20:00:00,21
2015-02-11 21:00:00,21
2015-02-11 22:00:00,21
2015-02-11 23:00:00,34
2015-02-12 00:00:00,34
2015-02-12 01:00:00,34
2015-02-12 02:00:00,33
2015-02-12 03:00:00,33
2015-02-12 04:00:00,33
2015-02-12 05:00:00,33
2015-02-12 06:00:00,37
2015-02-12 07:00:00,75
2015-02-12 08:00:00,524
2015-02-12 09:00:00,1215
2015-02-12 10:00:00,1860
2015-02-12 11:00:00,2169
2015-02-12 12:00:00,2731
2015-02-12 13:00:00,2726
