Time,Heart rate
1/1/00 6:14:24,95.6006
1/1/00 6:14:29,96.8981
1/1/00 6:14:34,97.4026
1/1/00 6:14:39,97.6343
1/1/00 6:14:44,98.1152
1/1/00 6:14:49,98.7137
1/1/00 6:14:54,99.5611
1/1/00 6:14:59,100.365
1/1/00 6:15:04,100.671
1/1/00 6:15:09,100.435
1/1/00 6:15:14,99.6052
1/1/00 6:15:19,98.4364
1/1/00 6:15:24,97.6318
1/1/00 6:15:29,97.4026
1/1/00 6:15:34,96.6432
1/1/00 6:15:39,96.412
1/1/00 6:15:44,97.5981
1/1/00 6:15:49,98.3932
1/1/00 6:15:54,97.9665
1/1/00 6:15:59,95.0147
1/1/00 6:16:04,92
1/1/00 6:16:09,91.2143
1/1/00 6:16:14,91.2594
1/1/00 6:16:19,92.2747
1/1/00 6:16:24,92.9359
1/1/00 6:16:29,92.795
1/1/00 6:16:34,93.0328
1/1/00 6:16:39,93.8005
1/1/00 6:16:44,95.0726
1/1/00 6:16:49,96.5076
1/1/00 6:16:54,97.6244
1/1/00 6:16:59,98.0753
1/1/00 6:17:04,98.3978
1/1/00 6:17:09,99.5744
1/1/00 6:17:14,100.568
1/1/00 6:17:19,101.201
1/1/00 6:17:24,101.996
1/1/00 6:17:29,101.752
1/1/00 6:17:34,100.957
1/1/00 6:17:39,100.026
1/1/00 6:17:44,99.6107
1/1/00 6:17:49,99.7351
1/1/00 6:17:54,98.9231
1/1/00 6:17:59,97.2177
1/1/00 6:18:04,96.4963
1/1/00 6:18:09,96.5062
1/1/00 6:18:14,96.5806
1/1/00 6:18:19,97.4089
1/1/00 6:18:24,98.2353
1/1/00 6:18:29,98.3075
1/1/00 6:18:34,98.0392
1/1/00 6:18:39,97.81
1/1/00 6:18:44,97.3384
1/1/00 6:18:49,96.8581
1/1/00 6:18:54,96.3871
1/1/00 6:18:59,97.0965
1/1/00 6:19:04,98.543
1/1/00 6:19:09,99.571
1/1/00 6:19:14,100.383
1/1/00 6:19:19,100.548
1/1/00 6:19:24,99.8818
1/1/00 6:19:29,96.8987
1/1/00 6:19:34,95.0382
1/1/00 6:19:39,96.0268
1/1/00 6:19:44,96.6055
1/1/00 6:19:49,96.7742
1/1/00 6:19:54,96.4715
1/1/00 6:19:59,95.7183
1/1/00 6:20:04,94.9637
1/1/00 6:20:09,94.7937
1/1/00 6:20:14,96.1652
1/1/00 6:20:19,97.7082
1/1/00 6:20:24,98.0265
1/1/00 6:20:29,98.2043
1/1/00 6:20:34,98.6236
1/1/00 6:20:39,99.1664
1/1/00 6:20:44,100.063
1/1/00 6:20:49,102.237
1/1/00 6:20:54,104.256
1/1/00 6:20:59,104.368
1/1/00 6:21:04,103.428
1/1/00 6:21:09,102.716
1/1/00 6:21:14,103.304
1/1/00 6:21:19,103.373
1/1/00 6:21:24,100.826
1/1/00 6:21:29,98.563
1/1/00 6:21:34,98.2895
1/1/00 6:21:39,98.1599
1/1/00 6:21:44,97.0303
1/1/00 6:21:49,95.5209
1/1/00 6:21:54,94.4763
1/1/00 6:21:59,94.4791
1/1/00 6:22:04,95.7819
1/1/00 6:22:09,97.3151
1/1/00 6:22:14,97.3915
1/1/00 6:22:19,97.7791
1/1/00 6:22:24,99.0609
1/1/00 6:22:29,99.2175
1/1/00 6:22:34,98.9404
1/1/00 6:22:39,99.0606
1/1/00 6:22:44,98.7248
1/1/00 6:22:49,96.3218
1/1/00 6:22:54,93.4816
1/1/00 6:22:59,91.8813
1/1/00 6:23:04,90.8463
1/1/00 6:23:09,92.4127
1/1/00 6:23:14,94.2124
1/1/00 6:23:19,92.4513
1/1/00 6:23:24,92.4513
1/1/00 6:23:29,92.4513
1/1/00 6:23:34,92.4513
1/1/00 6:23:39,89.9078
1/1/00 6:23:44,93.5217
1/1/00 6:23:49,97.4854
1/1/00 6:23:54,99.4921
1/1/00 6:23:59,99.4464
1/1/00 6:24:04,98.7744
1/1/00 6:24:09,96.5739
1/1/00 6:24:14,96.1598
1/1/00 6:24:19,97.6346
1/1/00 6:24:24,97.9628
1/1/00 6:24:29,97.8419
1/1/00 6:24:34,97.2094
1/1/00 6:24:39,96.7742
1/1/00 6:24:44,98.1161
1/1/00 6:24:49,100.156
1/1/00 6:24:54,100.95
1/1/00 6:24:58,100.946
1/1/00 6:25:03,101.098
1/1/00 6:25:08,101.351
1/1/00 6:25:13,101.351
1/1/00 6:25:18,100.185
1/1/00 6:25:23,98.3766
1/1/00 6:25:28,97.4133
1/1/00 6:25:33,96.6234
1/1/00 6:25:38,95.8476
1/1/00 6:25:43,94.875
1/1/00 6:25:48,93.8442
1/1/00 6:25:53,93.3238
1/1/00 6:25:58,93.1677
1/1/00 6:26:03,92.9124
1/1/00 6:26:08,92.795
1/1/00 6:26:13,92.963
1/1/00 6:26:18,92.7997
1/1/00 6:26:23,93.4731
1/1/00 6:26:28,94.3396
1/1/00 6:26:33,94.6184
1/1/00 6:26:38,95.283
1/1/00 6:26:43,95.9113
1/1/00 6:26:48,95.8599
1/1/00 6:26:53,95.9876
1/1/00 6:26:58,96.5917
1/1/00 6:27:03,96.5684
1/1/00 6:27:08,95.6497
1/1/00 6:27:13,95.5209
1/1/00 6:27:18,95.9115
1/1/00 6:27:23,95.2212
1/1/00 6:27:28,94.2373
1/1/00 6:27:33,93.75
1/1/00 6:27:38,93.2315
1/1/00 6:27:43,92.4824
1/1/00 6:27:48,92.8411
1/1/00 6:27:53,95.1926
1/1/00 6:27:58,95.1926
1/1/00 6:28:03,95.1926
1/1/00 6:28:08,95.1926
1/1/00 6:28:13,95.1926
1/1/00 6:28:18,95.1926
1/1/00 6:28:23,95.1926
1/1/00 6:28:28,95.1926
1/1/00 6:28:33,95.1926
1/1/00 6:28:38,95.1926
1/1/00 6:28:43,95.1926
1/1/00 6:28:48,104.299
1/1/00 6:28:53,102.933
1/1/00 6:28:58,102.698
1/1/00 6:29:03,101.647
1/1/00 6:29:08,98.3221
1/1/00 6:29:13,96.6484
1/1/00 6:29:18,97.8146
1/1/00 6:29:23,98.797
1/1/00 6:29:28,98.6411
1/1/00 6:29:33,96.5556
1/1/00 6:29:38,93.9147
1/1/00 6:29:43,92.4174
1/1/00 6:29:48,92.0825
1/1/00 6:29:53,93.2812
1/1/00 6:29:58,92.3664
1/1/00 6:30:03,90.1977
1/1/00 6:30:08,89.9113
1/1/00 6:30:13,89.8204
1/1/00 6:30:18,90.3604
1/1/00 6:30:23,90.7207
1/1/00 6:30:28,89.6519
1/1/00 6:30:33,87.2386
1/1/00 6:30:38,85.2571
1/1/00 6:30:43,85.9714
1/1/00 6:30:48,88.2143
1/1/00 6:30:53,89.2857
1/1/00 6:30:58,87.7857
1/1/00 6:31:03,86.6695
1/1/00 6:31:08,87.9053
1/1/00 6:31:13,88.7574
1/1/00 6:31:18,89.7532
1/1/00 6:31:23,90.8726
1/1/00 6:31:28,90.3864
1/1/00 6:31:33,87.0231
1/1/00 6:31:38,83.496
1/1/00 6:31:43,82.9967
1/1/00 6:31:48,85.7531
1/1/00 6:31:53,87.3753
1/1/00 6:31:58,86.2487
1/1/00 6:32:03,85.8621
1/1/00 6:32:08,85.9744
1/1/00 6:32:13,87.5862
1/1/00 6:32:18,89.394
1/1/00 6:32:23,89.2899
1/1/00 6:32:28,89.5466
1/1/00 6:32:33,90.5282
1/1/00 6:32:38,91.0023
1/1/00 6:32:43,91.6818
1/1/00 6:32:48,92.9149
1/1/00 6:32:53,94.4236
1/1/00 6:32:58,95.0212
1/1/00 6:33:03,94.5112
1/1/00 6:33:08,93.6224
1/1/00 6:33:13,93.4402
1/1/00 6:33:18,92.7995
1/1/00 6:33:23,91.125
1/1/00 6:33:28,89.8247
1/1/00 6:33:33,91.2112
1/1/00 6:33:38,93.5647
1/1/00 6:33:43,94.4258
1/1/00 6:33:48,95.0425
1/1/00 6:33:53,94.4881
1/1/00 6:33:58,93.75
1/1/00 6:34:03,93.9316
1/1/00 6:34:08,94.5385
1/1/00 6:34:13,95.4434
1/1/00 6:34:18,94.8365
1/1/00 6:34:23,93.2778
1/1/00 6:34:28,92.4055
1/1/00 6:34:33,91.5635
1/1/00 6:34:38,90.471
1/1/00 6:34:43,90.5367
1/1/00 6:34:48,91.5154
1/1/00 6:34:53,91.35
1/1/00 6:34:58,89.3208
1/1/00 6:35:03,88.1802
1/1/00 6:35:08,89.1291
1/1/00 6:35:13,90.2812
1/1/00 6:35:18,92.0564
1/1/00 6:35:23,92.9032
1/1/00 6:35:28,91.9195
1/1/00 6:35:33,90.166
1/1/00 6:35:38,87.6693
1/1/00 6:35:43,88.0848
1/1/00 6:35:48,90.641
1/1/00 6:35:53,91.9066
1/1/00 6:35:58,93.1219
1/1/00 6:36:03,93.1759
1/1/00 6:36:08,92.2043
1/1/00 6:36:13,91.1155
1/1/00 6:36:18,89.5742
1/1/00 6:36:23,88.2217
1/1/00 6:36:28,88.9623
1/1/00 6:36:33,91.1344
1/1/00 6:36:38,92.6341
1/1/00 6:36:43,93.4775
1/1/00 6:36:48,93.9811
1/1/00 6:36:53,94.7404
1/1/00 6:36:58,95.96
1/1/00 6:37:03,97.4116
1/1/00 6:37:08,99.7615
1/1/00 6:37:13,101.351
1/1/00 6:37:18,101.123
1/1/00 6:37:23,99.9982
1/1/00 6:37:28,97.8726
1/1/00 6:37:33,95.4913
1/1/00 6:37:38,92.6655
1/1/00 6:37:43,90.5932
1/1/00 6:37:48,89.6715
1/1/00 6:37:53,88.4337
1/1/00 6:37:58,89.2376
1/1/00 6:38:03,91.185
1/1/00 6:38:08,91.5465
1/1/00 6:38:13,90.9202
1/1/00 6:38:18,90.3614
1/1/00 6:38:23,90.3614
1/1/00 6:38:28,90.4556
1/1/00 6:38:33,90.7428
1/1/00 6:38:38,91.4802
1/1/00 6:38:43,92.229
1/1/00 6:38:48,92.5131
1/1/00 6:38:53,92.5926
1/1/00 6:38:58,92.5926
1/1/00 6:39:03,92.8318
1/1/00 6:39:08,93.9316
1/1/00 6:39:13,95.473
1/1/00 6:39:18,95.7212
1/1/00 6:39:23,95.7212
1/1/00 6:39:28,95.7212
1/1/00 6:39:33,95.7212
1/1/00 6:39:38,95.7212
1/1/00 6:39:43,95.7212
1/1/00 6:39:48,95.7212
1/1/00 6:39:53,95.7212
1/1/00 6:39:58,95.7212
1/1/00 6:40:03,78.5878
1/1/00 6:40:08,80.6419
1/1/00 6:40:13,82.7255
1/1/00 6:40:18,84.3797
1/1/00 6:40:23,84.4015
1/1/00 6:40:28,83.8636
1/1/00 6:40:33,84.614
1/1/00 6:40:38,82.012
1/1/00 6:40:43,79.5961
1/1/00 6:40:48,80.9197
1/1/00 6:40:53,82.6967
1/1/00 6:40:58,83.5211
1/1/00 6:41:03,83.0931
1/1/00 6:41:08,83.1381
1/1/00 6:41:13,82.847
1/1/00 6:41:18,82.1639
1/1/00 6:41:23,81.9672
1/1/00 6:41:28,82.8698
1/1/00 6:41:33,84.281
1/1/00 6:41:37,85.252
1/1/00 6:41:42,87.4286
1/1/00 6:41:47,89.379
1/1/00 6:41:52,89.6429
1/1/00 6:41:57,89.4782
1/1/00 6:42:02,88.5526
1/1/00 6:42:07,87.3399
1/1/00 6:42:12,86.5774
1/1/00 6:42:17,86.4999
1/1/00 6:42:22,86.9048
1/1/00 6:42:27,87.9264
1/1/00 6:42:32,89.9372
1/1/00 6:42:37,92.1468
1/1/00 6:42:42,92.7059
1/1/00 6:42:47,91.0494
1/1/00 6:42:52,88.8935
1/1/00 6:42:57,88.609
1/1/00 6:43:02,87.8714
1/1/00 6:43:07,86.2799
1/1/00 6:43:12,86.402
1/1/00 6:43:17,86.4541
1/1/00 6:43:22,86.8316
1/1/00 6:43:27,88.0487
1/1/00 6:43:32,89.2307
1/1/00 6:43:37,88.3874
1/1/00 6:43:42,86.6963
1/1/00 6:43:47,86.5061
1/1/00 6:43:52,87.6658
1/1/00 6:43:57,88.9666
1/1/00 6:44:02,89.4717
1/1/00 6:44:07,90
1/1/00 6:44:12,89.759
1/1/00 6:44:17,88.8782
1/1/00 6:44:22,88.2456
1/1/00 6:44:27,87.8337
1/1/00 6:44:32,86.9268
1/1/00 6:44:37,85.7276
1/1/00 6:44:42,84.9399
1/1/00 6:44:47,84.4506
1/1/00 6:44:52,84.8591
1/1/00 6:44:57,85.6838
1/1/00 6:45:02,86.0937
1/1/00 6:45:07,87.5128
1/1/00 6:45:12,89.1146
1/1/00 6:45:17,90.1118
1/1/00 6:45:22,91.6609
1/1/00 6:45:27,92.2972
1/1/00 6:45:32,91.818
1/1/00 6:45:37,91.3039
1/1/00 6:45:42,90.7051
1/1/00 6:45:47,90.6616
1/1/00 6:45:52,90.6966
1/1/00 6:45:57,89.9465
1/1/00 6:46:02,88.7994
1/1/00 6:46:07,87.9546
1/1/00 6:46:12,88.2832
1/1/00 6:46:17,89.0664
1/1/00 6:46:22,89.2773
1/1/00 6:46:27,89.0131
1/1/00 6:46:32,87.8902
1/1/00 6:46:37,86.615
1/1/00 6:46:42,86.2069
1/1/00 6:46:47,86.8845
1/1/00 6:46:52,87.7769
1/1/00 6:46:57,88.0702
1/1/00 6:47:02,87.934
1/1/00 6:47:07,87.1143
1/1/00 6:47:12,86.8784
1/1/00 6:47:17,88.0322
1/1/00 6:47:22,89.3186
1/1/00 6:47:27,89.2497
1/1/00 6:47:32,88.2725
1/1/00 6:47:37,87.5376
1/1/00 6:47:42,86.2341
1/1/00 6:47:47,86.1094
1/1/00 6:47:52,87.4868
1/1/00 6:47:57,87.6115
1/1/00 6:48:02,87.6402
1/1/00 6:48:07,88.0294
1/1/00 6:48:12,87.7412
1/1/00 6:48:17,86.6045
1/1/00 6:48:22,86.7976
1/1/00 6:48:27,88.4143
1/1/00 6:48:32,89.1041
1/1/00 6:48:37,88.49
1/1/00 6:48:42,87.3907
1/1/00 6:48:47,86.9502
1/1/00 6:48:52,87.0238
1/1/00 6:48:57,86.7642
1/1/00 6:49:02,85.5504
1/1/00 6:49:07,84.0837
1/1/00 6:49:12,83.8277
1/1/00 6:49:17,85.1986
1/1/00 6:49:22,86.8666
1/1/00 6:49:27,88.1815
1/1/00 6:49:32,88.5214
1/1/00 6:49:37,88.2604
1/1/00 6:49:42,88.2833
1/1/00 6:49:47,88.5444
1/1/00 6:49:52,87.6964
1/1/00 6:49:57,86.0997
1/1/00 6:50:02,85.1549
1/1/00 6:50:07,84.7458
1/1/00 6:50:12,84.601
1/1/00 6:50:17,84.4511
1/1/00 6:50:22,84.8366
1/1/00 6:50:27,84.4924
1/1/00 6:50:32,83.5455
1/1/00 6:50:37,83.3333
1/1/00 6:50:42,83.9661
1/1/00 6:50:47,84.9048
1/1/00 6:50:52,85.5223
1/1/00 6:50:57,86.5216
1/1/00 6:51:02,86.5116
1/1/00 6:51:07,85.1722
1/1/00 6:51:12,83.7017
1/1/00 6:51:17,82.4889
1/1/00 6:51:22,82.4781
1/1/00 6:51:27,83.5605
1/1/00 6:51:32,84.4982
1/1/00 6:51:37,84.4787
1/1/00 6:51:42,83.9374
1/1/00 6:51:47,83.0309
1/1/00 6:51:52,83.0251
1/1/00 6:51:57,83.9511
1/1/00 6:52:02,84.2697
1/1/00 6:52:07,84.462
1/1/00 6:52:12,85.0841
1/1/00 6:52:17,86.1177
1/1/00 6:52:22,87.7395
1/1/00 6:52:27,89.2835
1/1/00 6:52:32,89.9091
1/1/00 6:52:37,89.6472
1/1/00 6:52:42,89.5488
1/1/00 6:52:47,89.6429
1/1/00 6:52:52,89.5433
1/1/00 6:52:57,89.9871
1/1/00 6:53:02,90.3614
1/1/00 6:53:07,90.1861
1/1/00 6:53:12,89.6683
1/1/00 6:53:17,88.7806
1/1/00 6:53:22,87.9897
1/1/00 6:53:27,88.0348
1/1/00 6:53:32,88.4809
1/1/00 6:53:37,88.4358
1/1/00 6:53:42,87.788
1/1/00 6:53:47,87.0264
1/1/00 6:53:52,86.5921
1/1/00 6:53:57,87.6148
1/1/00 6:54:02,89.5664
1/1/00 6:54:07,90.4071
1/1/00 6:54:12,90.2084
1/1/00 6:54:17,90.7208
1/1/00 6:54:22,91.4634
1/1/00 6:54:27,91.4634
1/1/00 6:54:32,91.2892
1/1/00 6:54:37,90.2003
1/1/00 6:54:42,88.4385
1/1/00 6:54:47,87.8571
1/1/00 6:54:52,88.73
1/1/00 6:54:57,89.5787
1/1/00 6:55:02,89.6172
1/1/00 6:55:07,89.4611
1/1/00 6:55:12,89.6217
1/1/00 6:55:17,89.2464
1/1/00 6:55:22,89.9466
1/1/00 6:55:27,91.4612
1/1/00 6:55:32,91.6883
1/1/00 6:55:37,92.0912
1/1/00 6:55:42,92.3608
1/1/00 6:55:47,92.6695
1/1/00 6:55:52,94.0669
1/1/00 6:55:57,95.8491
1/1/00 6:56:02,97.4067
1/1/00 6:56:07,98.0392
1/1/00 6:56:12,97.6901
1/1/00 6:56:17,96.7709
1/1/00 6:56:22,95.4989
1/1/00 6:56:27,93.4107
1/1/00 6:56:32,91.8158
1/1/00 6:56:37,91.4155
1/1/00 6:56:42,91.0055
1/1/00 6:56:47,90.3038
1/1/00 6:56:52,89.6129
1/1/00 6:56:57,88.8971
1/1/00 6:57:02,87.8873
1/1/00 6:57:07,88.8736
1/1/00 6:57:12,90.1645
1/1/00 6:57:17,89.6856
1/1/00 6:57:22,89.0598
1/1/00 6:57:27,88.2176
1/1/00 6:57:32,87.0456
1/1/00 6:57:37,86.386
1/1/00 6:57:42,87.3176
1/1/00 6:57:47,88.9581
1/1/00 6:57:52,89.2941
1/1/00 6:57:57,88.6277
1/1/00 6:58:02,88.5527
1/1/00 6:58:07,89.4503
1/1/00 6:58:12,90.6981
1/1/00 6:58:16,91.6387
1/1/00 6:58:21,92.0245
1/1/00 6:58:26,90.7537
1/1/00 6:58:31,89.5404
1/1/00 6:58:36,89.7092
1/1/00 6:58:41,89.8204
1/1/00 6:58:46,90.0671
1/1/00 6:58:51,89.7168
1/1/00 6:58:56,88.4504
1/1/00 6:59:01,86.9939
1/1/00 6:59:06,86.8361
1/1/00 6:59:11,87.8331
1/1/00 6:59:16,88.5088
1/1/00 6:59:21,89.0511
1/1/00 6:59:26,89.491
1/1/00 6:59:31,89.7583
1/1/00 6:59:36,89.8992
1/1/00 6:59:41,90.7208
1/1/00 6:59:46,91.9061
1/1/00 6:59:51,92.4706
1/1/00 6:59:56,92.3784
1/1/00 7:00:01,91.2628
1/1/00 7:00:06,91.0799
1/1/00 7:00:11,91.5991
1/1/00 7:00:16,91.1545
1/1/00 7:00:21,90.9091
1/1/00 7:00:26,89.9193
1/1/00 7:00:31,88.8435
1/1/00 7:00:36,89.0496
1/1/00 7:00:41,90.4027
1/1/00 7:00:46,90.0043
1/1/00 7:00:51,87.7045
1/1/00 7:00:56,86.3245
1/1/00 7:01:01,85.9961
1/1/00 7:01:06,87.1659
1/1/00 7:01:11,88.4411
1/1/00 7:01:16,88.7701
1/1/00 7:01:21,89.0342
1/1/00 7:01:26,89.2857
1/1/00 7:01:31,89.1906
1/1/00 7:01:36,88.9307
1/1/00 7:01:41,89.2931
1/1/00 7:01:46,89.8204
1/1/00 7:01:51,89.5541
1/1/00 7:01:56,88.7615
1/1/00 7:02:01,88.4901
1/1/00 7:02:06,89.0828
1/1/00 7:02:11,89.7773
1/1/00 7:02:16,90.5215
1/1/00 7:02:21,90.1234
1/1/00 7:02:26,89.6473
1/1/00 7:02:31,90.1592
1/1/00 7:02:36,90.3614
1/1/00 7:02:41,89.5851
1/1/00 7:02:46,88.7831
1/1/00 7:02:51,88.6885
1/1/00 7:02:56,88.4274
1/1/00 7:03:01,89.1963
1/1/00 7:03:06,90.1036
1/1/00 7:03:11,89.8075
1/1/00 7:03:16,89.1613
1/1/00 7:03:21,88.07
1/1/00 7:03:26,87.9644
1/1/00 7:03:31,89.2791
1/1/00 7:03:36,90.4605
1/1/00 7:03:41,90.9091
1/1/00 7:03:46,90.7623
1/1/00 7:03:51,90.5455
1/1/00 7:03:56,90.6922
1/1/00 7:04:01,91.4044
1/1/00 7:04:06,91.7982
1/1/00 7:04:11,91.1411
1/1/00 7:04:16,89.4103
1/1/00 7:04:21,88.4734
1/1/00 7:04:26,88.7344
1/1/00 7:04:31,88.8679
1/1/00 7:04:36,89.3994
1/1/00 7:04:41,89.5873
1/1/00 7:04:46,89.0426
1/1/00 7:04:51,88.5714
1/1/00 7:04:56,88.8487
1/1/00 7:05:01,89.2857
1/1/00 7:05:06,89.414
1/1/00 7:05:11,89.6048
1/1/00 7:05:16,89.2123
1/1/00 7:05:21,89.3926
1/1/00 7:05:26,90.3217
1/1/00 7:05:31,90.8835
1/1/00 7:05:36,91.8721
1/1/00 7:05:41,92.5926
1/1/00 7:05:46,91.8275
1/1/00 7:05:51,90.3836
1/1/00 7:05:56,89.4953
1/1/00 7:06:01,89.0554
1/1/00 7:06:06,88.9286
1/1/00 7:06:11,89.1589
1/1/00 7:06:16,89.2857
1/1/00 7:06:21,89.961
1/1/00 7:06:26,91.3509
1/1/00 7:06:31,92.5522
1/1/00 7:06:36,92.8157
1/1/00 7:06:41,92.8594
1/1/00 7:06:46,92.7812
1/1/00 7:06:51,92.6192
1/1/00 7:06:56,93.5335
1/1/00 7:07:01,93.7162
1/1/00 7:07:06,93.1677
1/1/00 7:07:11,93.3098
1/1/00 7:07:16,93.3055
1/1/00 7:07:21,92.0341
1/1/00 7:07:26,91.4044
1/1/00 7:07:31,92.6381
1/1/00 7:07:36,94.3359
1/1/00 7:07:41,96.3489
1/1/00 7:07:46,97.4026
1/1/00 7:07:51,96.8731
1/1/00 7:07:56,95.8836
1/1/00 7:08:01,95.2817
1/1/00 7:08:06,95.3406
1/1/00 7:08:11,95.5414
1/1/00 7:08:16,95.2923
1/1/00 7:08:21,94.3336
1/1/00 7:08:26,92.8138
1/1/00 7:08:31,91.1825
1/1/00 7:08:36,90.8772
1/1/00 7:08:41,91.7805
1/1/00 7:08:46,92.1951
1/1/00 7:08:51,91.8212
1/1/00 7:08:56,90.0888
