Time,Canada
184,0.867152
185,0.869338
186,0.869943
187,0.867002
188,0.865576
189,0.864678
190,0.867378
191,0.867303
192,0.868282
193,0.870398
194,0.866176
195,0.86881
196,0.869565
197,0.868508
198,0.871688
199,0.86783
200,0.865426
201,0.85859
202,0.851209
203,0.856898
204,0.852297
205,0.853971
206,0.855578
207,0.856164
208,0.858001
209,0.858959
210,0.856898
211,0.856311
212,0.858222
213,0.858001
214,0.863036
215,0.861252
216,0.859993
217,0.855432
218,0.854701
219,0.85778
220,0.858738
221,0.860511
222,0.859771
223,0.862069
224,0.862664
225,0.862589
226,0.862069
227,0.859476
228,0.858222
229,0.858516
230,0.85778
231,0.858001
232,0.859254
233,0.859845
234,0.860363
235,0.862813
236,0.864304
237,0.862887
238,0.86192
239,0.862069
240,0.862143
241,0.863931
242,0.864603
243,0.862589
244,0.862813
245,0.862069
246,0.861772
247,0.862069
248,0.861178
249,0.861178
250,0.861698
251,0.864006
252,0.867303
253,0.868583
254,0.867077
255,0.868432
256,0.865127
257,0.867604
258,0.867303
259,0.870701
260,0.870701
261,0.870625
262,0.865501
263,0.862962
264,0.860956
265,0.862962
266,0.862887
267,0.858738
268,0.860511
269,0.862292
270,0.861698
271,0.859919
272,0.861475
273,0.863409
274,0.862441
275,0.863558
276,0.862292
277,0.863185
278,0.864454
279,0.867002
280,0.867077
281,0.866551
282,0.866176
283,0.866551
284,0.867002
285,0.868432
286,0.868056
287,0.86798
288,0.868357
289,0.868206
290,0.869641
291,0.867227
292,0.865276
293,0.865876
294,0.865276
295,0.865726
296,0.866401
297,0.866701
298,0.865576
299,0.867077
300,0.865202
301,0.86326
302,0.865052
303,0.863856
304,0.861698
305,0.862218
306,0.861475
307,0.862962
308,0.862441
309,0.863185
310,0.865052
311,0.865276
312,0.865276
313,0.866701
314,0.866551
315,0.867528
316,0.867905
317,0.869717
318,0.868961
319,0.869717
320,0.870474
321,0.868885
322,0.867679
323,0.865801
324,0.862441
325,0.864828
326,0.865801
327,0.867303
328,0.868131
329,0.867002
330,0.868056
331,0.869792
332,0.868432
333,0.868432
334,0.868961
335,0.868056
336,0.867303
337,0.868508
338,0.869338
339,0.868734
340,0.86949
341,0.870322
342,0.869036
343,0.869868
344,0.870474
345,0.870171
346,0.868885
347,0.869943
348,0.872296
349,0.871688
350,0.871992
351,0.873134
352,0.873286
353,0.873744
354,0.872981
355,0.87222
356,0.87146
357,0.871536
358,0.87321
359,0.873744
360,0.873744
361,0.874891
362,0.875274
363,0.87535
364,0.87581
365,0.87512
366,0.874891
367,0.875734
368,0.87581
369,0.875197
370,0.87535
371,0.874891
372,0.874661
373,0.875044
374,0.874279
375,0.873744
376,0.87146
377,0.87108
378,0.870095
379,0.870852
380,0.87222
381,0.872372
382,0.871536
383,0.866176
384,0.862069
385,0.864528
386,0.864454
387,0.867679
388,0.869717
389,0.870246
390,0.868583
391,0.868131
392,0.869338
393,0.86881
394,0.869717
395,0.870549
396,0.87146
397,0.872068
398,0.871992
399,0.871916
400,0.8726
401,0.87382
402,0.874585
403,0.873897
404,0.873897
405,0.87558
406,0.874279
407,0.874508
408,0.874126
409,0.873744
410,0.875887
411,0.876578
412,0.876732
413,0.875503
414,0.876655
415,0.875887
416,0.876424
417,0.877578
418,0.877886
419,0.876732
420,0.878889
421,0.87943
422,0.880204
423,0.879894
424,0.879894
425,0.880669
426,0.881446
427,0.881834
428,0.881446
429,0.880902
430,0.881601
431,0.883783
432,0.884173
433,0.883939
434,0.88347
435,0.885347
436,0.886132
437,0.88574
438,0.884564
439,0.885426
440,0.885112
441,0.884408
442,0.886525
443,0.887311
444,0.887548
445,0.886918
446,0.888573
447,0.888415
448,0.890313
449,0.890631
450,0.890472
451,0.892061
452,0.89222
453,0.888099
454,0.883314
455,0.884408
456,0.886525
457,0.885975
458,0.880359
459,0.880437
460,0.878889
461,0.877501
462,0.880282
463,0.879507
464,0.881057
465,0.882223
466,0.881679
467,0.880747
468,0.879507
469,0.879662
470,0.880204
471,0.879972
472,0.876655
473,0.87558
474,0.87535
475,0.874355
476,0.872981
477,0.871992
478,0.86408
479,0.865801
480,0.861995
481,0.861401
482,0.861104
483,0.861846
484,0.86326
485,0.865202
486,0.868432
487,0.871612
488,0.874661
489,0.875657
490,0.875044
491,0.870322
492,0.866326
493,0.870322
494,0.870474
495,0.864828
496,0.867077
497,0.867152
498,0.866701
499,0.865876
500,0.863334
501,0.856531
502,0.852442
503,0.851571
504,0.853024
505,0.848896
506,0.850919
507,0.852442
508,0.846883
509,0.847961
510,0.848176
511,0.84832
512,0.849834
513,0.845666
514,0.845881
515,0.843739
516,0.84246
517,0.840689
518,0.841822
519,0.843882
520,0.844452
521,0.842247
522,0.843241
523,0.846883
524,0.847817
525,0.846024
526,0.844096
527,0.839842
528,0.838715
529,0.839983
530,0.841397
531,0.838364
532,0.83654
533,0.83731
534,0.83696
535,0.834028
536,0.833194
537,0.835422
538,0.838012
539,0.835561
540,0.834376
541,0.838223
542,0.838926
543,0.840972
544,0.840477
545,0.841184
546,0.839842
547,0.840195
548,0.839278
549,0.838223
550,0.840831
551,0.841893
552,0.841751
553,0.840831
554,0.841468
555,0.842673
556,0.842957
557,0.846167
558,0.847529
559,0.845809
560,0.846024
561,0.847458
562,0.842957
563,0.843313
564,0.843455
565,0.837521
566,0.83654
567,0.837451
568,0.83612
569,0.839983
570,0.839278
571,0.835631
572,0.834168
573,0.833333
574,0.828981
575,0.83022
576,0.829738
577,0.831601
578,0.831393
579,0.834864
580,0.83619
581,0.83612
582,0.83612
583,0.83647
584,0.832016
585,0.831947
586,0.830565
587,0.830013
588,0.830013
589,0.83091
590,0.833125
591,0.835073
592,0.838504
593,0.837521
594,0.837872
595,0.83682
596,0.838012
597,0.839208
598,0.838574
599,0.83612
600,0.835911
601,0.835073
602,0.834655
603,0.83696
604,0.835422
605,0.835631
606,0.83731
607,0.838223
608,0.837872
609,0.835282
610,0.83257
611,0.831601
612,0.831601
613,0.833472
614,0.835771
615,0.839278
616,0.837521
617,0.838786
618,0.838364
619,0.837802
620,0.838364
621,0.839701
622,0.840336
623,0.840831
624,0.838364
625,0.839983
626,0.841397
627,0.839278
628,0.841043
629,0.841468
630,0.842105
631,0.845237
632,0.844238
633,0.844452
634,0.843597
635,0.845309
636,0.842815
637,0.843241
638,0.83949
639,0.838997
640,0.838012
641,0.835213
642,0.834864
643,0.838434
644,0.838715
645,0.840054
646,0.840407
647,0.839701
648,0.83682
649,0.835771
650,0.83668
651,0.83731
652,0.835422
653,0.834376
654,0.834028
655,0.830358
656,0.822368
657,0.819672
658,0.818465
659,0.825219
660,0.820345
661,0.818331
662,0.821288
663,0.82203
664,0.812216
665,0.804894
666,0.805477
667,0.806712
668,0.802246
669,0.797448
670,0.801282
671,0.804117
672,0.796813
673,0.801989
674,0.800833
675,0.802182
676,0.79968
677,0.80289
678,0.800961
679,0.80032
680,0.801667
681,0.802118
682,0.807754
683,0.807754
684,0.804829
685,0.801989
686,0.80032
687,0.805477
688,0.805283
689,0.802568
690,0.801282
691,0.790952
692,0.791452
693,0.791139
694,0.787402
695,0.784314
696,0.784006
697,0.785546
698,0.782167
699,0.777907
700,0.777545
701,0.777786
702,0.780336
703,0.783085
704,0.78235
705,0.783699
706,0.784375
707,0.785238
708,0.783392
709,0.78456
710,0.782963
711,0.784437
712,0.783945
713,0.792833
714,0.793336
715,0.792581
716,0.789889
717,0.788208
718,0.786535
719,0.78235
720,0.783208
721,0.78235
722,0.781372
723,0.779727
724,0.784006
725,0.782289
726,0.782167
727,0.783147
728,0.780945
729,0.776699
730,0.77991
731,0.781922
732,0.786658
733,0.78734
734,0.786844
735,0.787402
736,0.791139
737,0.791954
738,0.792958
739,0.791077
740,0.788519
741,0.789952
742,0.795988
743,0.796559
744,0.795925
745,0.792581
746,0.793651
747,0.795545
748,0.792456
749,0.797766
750,0.800128
751,0.800128
752,0.801282
753,0.801989
754,0.804635
755,0.801603
756,0.804182
757,0.802439
758,0.802697
759,0.803471
760,0.804182
761,0.802246
762,0.79968
763,0.79885
764,0.801796
765,0.80289
766,0.803019
767,0.801089
768,0.803471
769,0.803859
770,0.803277
771,0.802053
772,0.799105
773,0.795355
774,0.794597
775,0.793336
776,0.794913
777,0.79384
778,0.79321
779,0.792833
780,0.791515
781,0.793021
782,0.794281
783,0.796052
784,0.795735
785,0.792707
786,0.794597
787,0.785731
788,0.788333
789,0.784375
790,0.784498
791,0.785731
792,0.784745
793,0.783883
794,0.785546
795,0.788955
796,0.788457
797,0.789578
798,0.792267
799,0.793273
800,0.790826
801,0.786968
802,0.786535
803,0.78456
804,0.782779
805,0.782167
806,0.779423
807,0.780884
808,0.7818
809,0.78125
810,0.780336
811,0.781494
812,0.781006
813,0.783024
814,0.784375
815,0.780823
816,0.779727
817,0.779423
818,0.779059
819,0.780336
820,0.779849
821,0.776036
822,0.775976
823,0.777786
824,0.778392
825,0.781006
826,0.783392
827,0.781861
828,0.782289
829,0.77918
830,0.780092
831,0.781372
832,0.782228
833,0.782228
834,0.782963
835,0.781555
836,0.781311
837,0.780396
838,0.778816
839,0.779059
840,0.776699
841,0.778574
842,0.77682
843,0.774593
844,0.776458
845,0.775494
846,0.774713
847,0.774353
848,0.774114
849,0.768758
850,0.763417
851,0.760456
852,0.760341
853,0.760861
854,0.757576
855,0.758438
856,0.757576
857,0.757576
858,0.75792
859,0.760746
860,0.759878
861,0.756544
862,0.757346
863,0.757117
864,0.756029
865,0.75358
866,0.752785
867,0.755116
868,0.75815
869,0.759705
870,0.760746
871,0.759763
872,0.756544
873,0.761615
874,0.76063
875,0.761035
876,0.75643
877,0.755744
878,0.75815
879,0.756144
880,0.757863
881,0.755116
882,0.755458
883,0.752502
884,0.748503
885,0.746826
886,0.746826
887,0.747049
888,0.748783
889,0.750188
890,0.75092
891,0.751202
892,0.752276
893,0.75375
894,0.75092
895,0.753296
896,0.754546
897,0.75643
898,0.759301
899,0.766284
900,0.76365
901,0.757174
902,0.758495
903,0.756029
904,0.75643
905,0.759878
906,0.765814
907,0.763825
908,0.766401
909,0.773096
910,0.771426
911,0.764935
912,0.764176
913,0.761325
914,0.757174
915,0.75815
916,0.759705
917,0.756029
918,0.753125
919,0.75188
920,0.75358
921,0.752276
922,0.752559
923,0.74912
924,0.747831
925,0.750019
926,0.751371
927,0.752445
928,0.75375
929,0.756029
930,0.755858
931,0.754831
932,0.752276
933,0.752332
934,0.749625
935,0.750075
936,0.75092
937,0.746993
938,0.743882
939,0.743937
940,0.749344
941,0.753863
942,0.753863
943,0.753012
944,0.752445
945,0.749906
946,0.752445
947,0.754432
948,0.760167
949,0.759129
950,0.758725
951,0.756716
952,0.755572
953,0.758668
954,0.756487
955,0.757117
956,0.75706
957,0.757289
958,0.760052
959,0.762777
960,0.763184
961,0.762486
962,0.762777
963,0.762369
964,0.761441
965,0.762486
966,0.755287
967,0.75358
968,0.751428
969,0.753182
970,0.753125
971,0.749457
972,0.745268
973,0.74499
974,0.74366
975,0.745379
976,0.744602
977,0.738771
978,0.738225
979,0.740302
980,0.745935
981,0.746993
982,0.744879
983,0.746269
984,0.742115
985,0.739864
986,0.739536
987,0.74085
988,0.73888
989,0.737409
990,0.736648
991,0.736974
992,0.736757
993,0.739536
994,0.73654
995,0.734376
996,0.735294
997,0.733138
998,0.734053
999,0.732279
1000,0.730194
1001,0.73303
1002,0.731797
1003,0.733138
1004,0.728544
1005,0.727114
1006,0.727379
1007,0.725953
1008,0.724953
1009,0.722648
1010,0.722491
1011,0.722543
1012,0.721241
1013,0.723746
1014,0.720461
1015,0.7249
1016,0.726586
1017,0.724795
1018,0.72197
1019,0.720098
1020,0.721241
1021,0.721605
1022,0.724008
1023,0.725426
1024,0.723851
1025,0.728173
1026,0.727114
1027,0.724375
1028,0.723694
1029,0.723066
1030,0.722543
1031,0.721345
1032,0.722178
1033,0.722752
1034,0.724795
1035,0.725479
1036,0.725637
1037,0.724218
1038,0.725426
1039,0.726956
1040,0.725163
1041,0.725795
1042,0.727908
1043,0.726322
1044,0.725163
1045,0.725374
1046,0.723327
1047,0.721241
1048,0.721293
1049,0.722282
1050,0.721501
1051,0.721761
1052,0.723014
1053,0.727537
1054,0.729395
1055,0.726956
1056,0.727802
1057,0.727537
1058,0.724008
1059,0.721501
1060,0.720357
1061,0.717978
1062,0.718133
1063,0.71736
1064,0.724375
1065,0.722022
1066,0.721865
1067,0.719528
1068,0.720721
1069,0.721293
1070,0.722543
1071,0.723327
1072,0.723484
1073,0.719891
1074,0.722074
1075,0.720202
1076,0.719269
1077,0.718907
1078,0.7227
1079,0.723903
1080,0.723589
1081,0.725163
1082,0.725689
1083,0.724638
1084,0.723851
1085,0.725426
1086,0.725689
1087,0.725321
1088,0.72427
1089,0.724795
1090,0.724218
1091,0.722804
1092,0.720202
1093,0.719632
1094,0.720305
1095,0.721033
1096,0.720357
1097,0.724638
1098,0.727431
1099,0.727114
1100,0.725689
1101,0.723641
1102,0.724533
1103,0.724848
1104,0.726322
1105,0.725058
1106,0.726903
1107,0.727008
1108,0.725953
1109,0.727484
1110,0.728332
1111,0.729927
1112,0.7303
1113,0.731368
1114,0.729288
1115,0.730887
1116,0.731797
1117,0.730994
1118,0.730727
1119,0.729395
1120,0.731315
1121,0.731957
1122,0.738716
1123,0.739864
1124,0.738552
1125,0.739919
1126,0.739809
1127,0.743882
1128,0.744602
1129,0.744435
1130,0.743052
1131,0.742225
1132,0.74195
1133,0.745712
1134,0.744879
1135,0.745712
1136,0.743108
1137,0.743494
1138,0.74228
1139,0.742005
1140,0.741565
1141,0.744158
1142,0.742005
1143,0.7414
1144,0.738552
1145,0.737191
1146,0.738007
1147,0.738116
1148,0.738007
1149,0.738389
1150,0.739372
1151,0.741015
1152,0.742115
1153,0.74129
1154,0.740631
1155,0.739262
1156,0.73828
1157,0.737735
1158,0.736757
1159,0.736594
1160,0.737681
1161,0.736648
1162,0.738825
1163,0.735943
1164,0.736485
1165,0.733568
1166,0.732601
1167,0.732386
1168,0.731261
1169,0.731582
1170,0.726639
1171,0.728067
1172,0.726691
1173,0.725426
1174,0.725847
1175,0.727167
1176,0.727061
1177,0.728863
1178,0.728226
1179,0.728226
1180,0.72469
1181,0.722804
1182,0.722126
1183,0.721501
1184,0.720877
1185,0.720721
1186,0.720721
1187,0.720202
1188,0.717309
1189,0.717051
1190,0.717103
1191,0.715052
1192,0.714745
1193,0.714031
1194,0.712504
1195,0.710328
1196,0.712758
1197,0.712504
1198,0.712758
1199,0.714031
1200,0.713878
1201,0.711238
1202,0.708065
1203,0.707214
1204,0.705965
1205,0.708617
1206,0.703482
1207,0.703383
1208,0.703235
1209,0.702346
1210,0.704473
1211,0.706814
1212,0.706764
1213,0.706814
1214,0.706614
1215,0.704573
1216,0.709622
1217,0.708767
1218,0.710985
1219,0.712809
1220,0.715052
1221,0.716589
1222,0.716846
1223,0.714898
1224,0.713267
1225,0.71286
1226,0.714541
1227,0.711896
1228,0.70922
1229,0.711491
1230,0.714541
1231,0.71495
1232,0.717206
1233,0.71736
1234,0.716076
1235,0.717515
1236,0.716076
1237,0.712251
1238,0.713521
1239,0.705268
1240,0.703482
1241,0.709824
1242,0.707614
1243,0.709673
1244,0.708165
1245,0.705716
1246,0.706314
1247,0.707114
1248,0.705318
1249,0.709975
1250,0.713267
1251,0.712962
1252,0.710985
1253,0.713521
1254,0.713521
1255,0.712606
1256,0.712403
1257,0.71495
1258,0.714643
1259,0.714796
1260,0.717206
1261,0.718236
1262,0.714388
1263,0.718494
1264,0.722491
1265,0.724848
1266,0.725847
1267,0.727961
1268,0.73046
1269,0.731904
1270,0.730087
1271,0.729341
1272,0.729501
1273,0.730834
1274,0.732332
1275,0.732601
1276,0.733676
1277,0.733514
1278,0.735456
1279,0.737735
1280,0.736594
1281,0.732869
1282,0.732869
1283,0.738552
1284,0.736323
1285,0.736485
1286,0.737028
1287,0.739645
1288,0.738825
1289,0.735727
1290,0.737354
1291,0.736811
1292,0.73692
1293,0.73692
1294,0.732601
1295,0.732601
1296,0.73244
1297,0.730194
1298,0.728332
1299,0.729554
1300,0.730034
1301,0.728332
1302,0.726903
1303,0.726111
1304,0.724113
1305,0.724375
1306,0.727908
1307,0.726269
1308,0.724743
1309,0.722387
1310,0.723851
1311,0.726216
1312,0.723327
1313,0.723956
1314,0.724743
1315,0.726744
1316,0.726586
1317,0.727643
1318,0.728598
1319,0.726744
1320,0.727008
1321,0.72648
1322,0.727908
1323,0.728704
1324,0.729767
1325,0.7303
1326,0.733138
1327,0.739754
1328,0.738498
1329,0.737735
1330,0.735727
1331,0.735673
1332,0.737409
1333,0.735024
1334,0.735186
1335,0.733407
1336,0.735402
1337,0.735835
1338,0.737572
1339,0.736377
1340,0.734862
1341,0.732923
1342,0.730194
1343,0.731689
1344,0.73692
1345,0.735889
1346,0.737354
1347,0.736703
1348,0.737191
1349,0.735024
1350,0.736377
1351,0.735835
1352,0.733568
1353,0.734916
1354,0.735835
1355,0.735835
1356,0.735673
1357,0.735727
1358,0.736485
1359,0.736106
1360,0.737191
1361,0.742887
1362,0.74599
1363,0.746547
1364,0.747775
1365,0.744491
1366,0.744325
1367,0.744602
1368,0.746659
1369,0.746826
1370,0.743716
1371,0.744435
1372,0.743218
1373,0.73828
1374,0.7303
1375,0.732064
1376,0.733407
1377,0.735943
1378,0.734754
1379,0.736648
1380,0.739372
1381,0.742721
1382,0.742942
1383,0.741015
1384,0.740192
1385,0.743771
1386,0.746603
1387,0.752729
1388,0.751202
1389,0.748783
1390,0.750863
1391,0.748615
1392,0.747664
1393,0.746938
1394,0.747719
1395,0.747664
1396,0.746993
1397,0.74677
1398,0.747943
1399,0.740741
1400,0.730727
1401,0.729661
1402,0.731797
1403,0.732064
1404,0.729714
1405,0.734214
1406,0.746213
1407,0.74195
1408,0.744713
1409,0.742005
1410,0.739919
1411,0.735835
1412,0.736648
1413,0.737463
1414,0.739481
1415,0.740192
1416,0.738716
1417,0.737626
1418,0.737463
1419,0.73959
1420,0.739919
1421,0.739098
1422,0.739098
1423,0.738443
1424,0.739481
1425,0.737191
1426,0.736106
1427,0.735998
1428,0.732064
1429,0.731957
1430,0.731422
1431,0.732172
1432,0.730727
1433,0.726956
1434,0.724533
1435,0.726006
1436,0.726533
1437,0.727537
1438,0.727537
1439,0.726691
1440,0.726216
1441,0.731261
1442,0.734214
1443,0.733299
1444,0.734592
1445,0.73524
1446,0.735024
1447,0.732332
1448,0.73654
1449,0.739098
1450,0.738498
1451,0.736757
1452,0.734808
1453,0.73443
1454,0.732654
1455,0.732869
1456,0.733945
1457,0.731689
1458,0.73046
1459,0.733138
1460,0.732493
1461,0.73046
1462,0.729395
1463,0.729661
1464,0.726322
1465,0.723484
1466,0.723851
1467,0.725953
1468,0.727643
1469,0.727908
1470,0.727326
1471,0.725689
1472,0.728067
1473,0.731689
1474,0.730087
1475,0.728598
1476,0.728438
1477,0.728757
1478,0.725216
1479,0.725058
1480,0.723589
1481,0.723851
1482,0.725268
1483,0.726903
1484,0.726111
1485,0.727167
1486,0.727537
1487,0.727537
1488,0.728438
1489,0.729395
1490,0.729076
1491,0.72881
1492,0.729022
1493,0.729501
1494,0.731636
1495,0.731529
1496,0.731048
1497,0.730994
1498,0.731101
1499,0.733138
1500,0.73551
1501,0.735781
1502,0.735348
1503,0.734592
1504,0.734107
1505,0.733837
1506,0.733353
1507,0.733407
1508,0.733407
1509,0.733407
1510,0.738116
1511,0.737518
1512,0.73692
1513,0.736431
1514,0.736974
1515,0.736269
1516,0.735943
1517,0.736757
1518,0.737137
1519,0.737191
1520,0.7373
1521,0.736648
1522,0.737191
1523,0.734484
1524,0.734268
1525,0.733999
1526,0.734053
1527,0.734214
1528,0.732869
1529,0.733676
1530,0.733783
1531,0.734484
1532,0.733891
1533,0.733945
1534,0.733622
1535,0.732172
1536,0.731797
1537,0.730887
1538,0.730994
1539,0.731743
1540,0.730674
1541,0.730353
1542,0.730727
1543,0.730994
1544,0.729927
1545,0.727961
1546,0.728598
1547,0.728544
1548,0.727114
1549,0.727484
1550,0.72648
1551,0.728969
1552,0.730727
1553,0.729714
1554,0.730353
1555,0.730407
1556,0.732064
1557,0.732816
1558,0.731582
1559,0.733138
1560,0.732279
1561,0.731636
1562,0.73046
1563,0.731797
1564,0.73185
1565,0.73046
1566,0.730887
1567,0.731208
1568,0.732332
1569,0.734322
1570,0.735294
1571,0.734592
1572,0.733783
1573,0.732225
1574,0.733407
1575,0.733299
1576,0.734754
1577,0.730834
1578,0.729341
1579,0.730194
1580,0.73046
1581,0.729714
1582,0.730194
1583,0.730194
1584,0.729022
1585,0.728544
1586,0.731101
1587,0.731315
1588,0.731208
1589,0.729129
1590,0.728863
1591,0.728544
1592,0.727484
1593,0.728651
1594,0.727961
1595,0.727431
1596,0.729129
1597,0.727008
1598,0.726903
1599,0.727537
1600,0.728757
1601,0.728704
1602,0.728704
1603,0.729129
1604,0.727379
1605,0.727537
1606,0.725953
1607,0.727749
1608,0.728067
1609,0.728067
1610,0.727802
1611,0.728969
1612,0.729927
1613,0.729448
1614,0.731208
1615,0.731797
1616,0.731743
1617,0.730727
1618,0.730034
1619,0.72998
1620,0.729767
1621,0.727961
1622,0.728332
1623,0.729395
1624,0.728969
1625,0.729395
1626,0.729767
1627,0.729661
1628,0.729341
1629,0.729076
1630,0.729235
1631,0.730994
1632,0.731797
1633,0.731048
1634,0.731529
1635,0.731101
1636,0.733568
1637,0.734214
1638,0.733999
1639,0.734214
1640,0.734808
1641,0.737844
1642,0.738661
1643,0.738062
1644,0.738116
1645,0.739864
1646,0.739317
1647,0.738607
1648,0.737735
1649,0.739536
1650,0.741125
1651,0.742115
1652,0.743605
1653,0.744103
1654,0.743108
1655,0.743771
1656,0.743605
1657,0.743273
1658,0.745323
1659,0.745768
1660,0.749176
1661,0.748559
1662,0.750188
1663,0.751315
1664,0.750638
1665,0.750751
1666,0.748951
1667,0.749794
1668,0.749457
1669,0.748055
1670,0.745212
1671,0.744823
1672,0.745156
1673,0.746659
1674,0.746659
1675,0.745545
1676,0.74499
1677,0.742611
1678,0.741345
1679,0.739919
1680,0.74151
1681,0.739372
1682,0.736106
1683,0.735564
1684,0.737735
1685,0.736974
1686,0.733945
1687,0.736974
1688,0.733945
1689,0.731957
1690,0.731797
1691,0.731475
1692,0.730727
1693,0.731261
1694,0.731261
1695,0.732225
1696,0.733299
1697,0.730087
1698,0.730834
1699,0.730087
1700,0.728014
1701,0.727696
1702,0.730674
1703,0.73692
1704,0.738934
1705,0.739536
1706,0.74184
1707,0.74129
1708,0.740466
1709,0.745101
1710,0.746714
1711,0.746324
1712,0.747105
1713,0.748671
1714,0.745323
1715,0.74151
1716,0.743882
1717,0.745879
1718,0.743218
1719,0.74173
1720,0.74217
1721,0.74438
1722,0.744546
1723,0.744602
1724,0.74162
1725,0.741125
1726,0.739754
1727,0.737572
1728,0.737626
1729,0.739044
1730,0.740631
1731,0.736648
1732,0.735835
1733,0.735456
1734,0.733945
1735,0.734053
1736,0.734646
1737,0.732064
1738,0.731475
1739,0.731529
1740,0.731261
1741,0.729927
1742,0.730834
1743,0.732654
1744,0.730994
1745,0.729395
1746,0.731689
1747,0.733138
1748,0.733514
1749,0.733353
1750,0.730247
1751,0.727484
1752,0.725163
1753,0.7249
1754,0.724533
1755,0.725689
1756,0.725742
1757,0.727484
1758,0.726216
1759,0.724113
1760,0.722804
1761,0.721241
1762,0.720617
1763,0.720098
1764,0.718236
1765,0.719735
1766,0.720461
1767,0.720357
1768,0.718597
1769,0.715512
1770,0.715052
1771,0.715973
1772,0.71541
1773,0.715564
1774,0.714592
1775,0.71541
1776,0.716486
1777,0.717257
1778,0.717978
1779,0.716025
1780,0.714541
1781,0.715359
1782,0.715768
1783,0.719683
1784,0.722909
1785,0.723956
1786,0.725637
1787,0.723746
1788,0.722804
1789,0.718907
1790,0.719424
1791,0.721397
1792,0.721709
1793,0.725111
1794,0.729661
1795,0.728863
1796,0.727273
1797,0.731689
1798,0.729022
1799,0.72722
1800,0.723432
1801,0.722387
1802,0.723746
1803,0.724743
1804,0.725637
1805,0.727802
1806,0.726744
1807,0.726533
1808,0.722543
1809,0.721241
1810,0.721397
1811,0.720981
1812,0.723327
1813,0.724428
1814,0.722282
1815,0.721501
1816,0.720825
1817,0.720357
1818,0.718133
1819,0.719683
1820,0.718597
1821,0.716949
1822,0.723746
1823,0.723851
1824,0.724113
1825,0.72448
1826,0.726216
1827,0.728014
1828,0.726639
1829,0.727537
1830,0.728332
1831,0.728014
1832,0.729661
1833,0.73046
1834,0.729501
1835,0.728014
1836,0.725637
1837,0.727484
1838,0.727484
1839,0.723694
1840,0.724008
1841,0.722961
1842,0.722126
1843,0.721241
1844,0.721761
1845,0.723956
1846,0.723589
1847,0.719891
1848,0.724743
1849,0.723851
1850,0.720929
1851,0.720721
1852,0.717978
1853,0.71772
1854,0.717772
1855,0.718081
1856,0.719062
1857,0.719269
1858,0.720098
1859,0.716794
1860,0.717412
1861,0.716589
1862,0.716949
1863,0.718546
1864,0.716794
1865,0.718546
1866,0.720565
1867,0.719942
1868,0.722282
1869,0.7227
1870,0.721605
1871,0.72338
1872,0.722282
1873,0.721917
