datetime,PT08.S5(O3)
4/18/04 9:00,663
4/18/04 10:00,912
4/18/04 11:00,963
4/18/04 12:00,803
4/18/04 13:00,564
4/18/04 14:00,501
4/18/04 15:00,701
4/18/04 16:00,783
4/18/04 17:00,784
4/18/04 18:00,861
4/18/04 19:00,1156
4/18/04 20:00,1047
4/18/04 21:00,1034
4/18/04 22:00,962
4/18/04 23:00,1100
4/19/04 0:00,1047
4/19/04 1:00,874
4/19/04 2:00,747
4/19/04 3:00,589
4/19/04 4:00,635
4/19/04 5:00,671
4/19/04 6:00,992
4/19/04 7:00,1308
4/19/04 8:00,1303
4/19/04 9:00,893
4/19/04 10:00,715
4/19/04 11:00,685
4/19/04 12:00,947
4/19/04 13:00,1049
4/19/04 14:00,741
4/19/04 15:00,801
4/19/04 16:00,969
4/19/04 17:00,1038
4/19/04 18:00,889
4/19/04 19:00,879
4/19/04 20:00,846
4/19/04 21:00,712
4/19/04 22:00,747
4/19/04 23:00,791
4/20/04 0:00,637
4/20/04 1:00,553
4/20/04 2:00,449
4/20/04 3:00,485
4/20/04 4:00,540
4/20/04 5:00,685
4/20/04 6:00,925
4/20/04 7:00,1382
4/20/04 8:00,1645
4/20/04 9:00,1514
4/20/04 10:00,1509
4/20/04 11:00,1520
4/20/04 12:00,1471
4/20/04 13:00,1282
4/20/04 14:00,1004
4/20/04 15:00,714
4/20/04 16:00,940
4/20/04 17:00,1272
4/20/04 18:00,1526
4/20/04 19:00,1488
4/20/04 20:00,1475
4/20/04 21:00,1182
4/20/04 22:00,933
4/20/04 23:00,1001
4/21/04 0:00,756
4/21/04 1:00,952
4/21/04 2:00,808
4/21/04 3:00,779
4/21/04 4:00,717
4/21/04 5:00,779
4/21/04 6:00,1009
4/21/04 7:00,1595
4/21/04 8:00,1940
4/21/04 9:00,1628
