Time,British
705,1.586
706,1.5975
707,1.5695
708,1.5578
709,1.565
710,1.5665
711,1.574
712,1.566
713,1.5385
714,1.526
715,1.5115
716,1.5125
717,1.512
718,1.513
719,1.501
720,1.545
721,1.5413
722,1.536
723,1.54
724,1.5535
725,1.54
726,1.539
727,1.548
728,1.5416
729,1.5175
730,1.532
731,1.5585
732,1.5385
733,1.5145
734,1.5165
735,1.4855
736,1.454
737,1.446
738,1.4475
739,1.4395
740,1.431
741,1.4255
742,1.418
743,1.4175
744,1.4475
745,1.4439
746,1.446
747,1.4525
748,1.4375
749,1.43
750,1.4215
751,1.4363
752,1.4475
753,1.449
754,1.4535
755,1.447
756,1.4455
757,1.4345
758,1.432
759,1.4349
760,1.433
761,1.434
762,1.4445
763,1.451
764,1.4755
765,1.4892
766,1.4876
767,1.4832
768,1.482
769,1.4743
770,1.4905
771,1.4904
772,1.495
773,1.509
774,1.526
775,1.513
776,1.5253
777,1.5282
778,1.5478
779,1.5585
780,1.552
781,1.543
782,1.5255
783,1.5379
784,1.5424
785,1.5755
786,1.59
787,1.5703
788,1.535
789,1.542
790,1.534
791,1.5255
792,1.5385
793,1.5322
794,1.5314
795,1.5408
796,1.5563
797,1.5415
798,1.535
799,1.542
800,1.546
801,1.5605
802,1.541
803,1.5393
804,1.517
805,1.5225
806,1.5175
807,1.515
808,1.519
809,1.5245
810,1.527
811,1.522
812,1.5035
813,1.5145
814,1.496
815,1.4717
816,1.4675
817,1.4778
818,1.493
819,1.503
820,1.493
821,1.5065
822,1.5075
823,1.5097
824,1.4935
825,1.4948
826,1.4779
827,1.478
828,1.4929
829,1.5012
830,1.4883
831,1.4795
832,1.4985
833,1.501
834,1.5155
835,1.5085
836,1.4964
837,1.5015
838,1.489
839,1.4945
840,1.4861
841,1.485
842,1.4897
843,1.5045
844,1.5005
845,1.491
846,1.4985
847,1.4927
848,1.4802
849,1.4737
850,1.463
851,1.4595
852,1.484
853,1.4885
854,1.5112
855,1.505
856,1.512
857,1.5013
858,1.4962
859,1.4818
860,1.499
861,1.5005
862,1.4905
863,1.4868
864,1.5075
865,1.5012
866,1.5262
867,1.5425
868,1.5395
869,1.55
870,1.5495
871,1.542
872,1.5463
873,1.5512
874,1.533
875,1.5345
876,1.5317
877,1.503
878,1.5198
879,1.5055
880,1.5013
881,1.5123
882,1.5152
883,1.512
884,1.496
885,1.5048
886,1.514
887,1.5165
888,1.5257
889,1.522
890,1.5352
891,1.532
892,1.5223
893,1.5127
894,1.512
895,1.498
896,1.4924
897,1.4893
898,1.4863
899,1.4725
900,1.4863
901,1.477
902,1.4783
903,1.48
904,1.4882
905,1.4807
906,1.4825
907,1.4805
908,1.4788
909,1.4865
910,1.4808
911,1.4682
912,1.4753
913,1.4818
914,1.4907
915,1.483
916,1.4765
917,1.4775
918,1.4712
919,1.4745
920,1.487
921,1.488
922,1.4795
923,1.488
924,1.4852
925,1.4805
926,1.4823
927,1.49
928,1.4985
929,1.4915
930,1.495
931,1.4945
932,1.4945
933,1.4903
934,1.4882
935,1.4831
936,1.4885
937,1.491
938,1.4855
939,1.4887
940,1.4945
941,1.5043
942,1.503
943,1.5035
944,1.5072
945,1.491
946,1.4763
947,1.4775
948,1.476
949,1.484
950,1.487
951,1.4855
952,1.49
953,1.4923
954,1.4905
955,1.5018
956,1.4957
957,1.4913
958,1.4965
959,1.491
960,1.5
961,1.4948
962,1.4905
963,1.493
964,1.494
965,1.493
966,1.4995
967,1.5005
968,1.503
969,1.4953
970,1.493
971,1.479
972,1.4825
973,1.4718
974,1.4615
975,1.4622
976,1.4648
977,1.4708
978,1.475
979,1.4755
980,1.477
981,1.4791
982,1.4784
983,1.4755
984,1.4847
985,1.4875
986,1.4875
987,1.4854
988,1.4944
989,1.4964
990,1.4895
991,1.492
992,1.4877
993,1.4915
994,1.5008
995,1.501
996,1.4943
997,1.4925
998,1.4927
999,1.4947
1000,1.4925
1001,1.4838
1002,1.4865
1003,1.4937
1004,1.4948
1005,1.4975
1006,1.4965
1007,1.485
1008,1.4823
1009,1.488
1010,1.4621
1011,1.4686
1012,1.4684
1013,1.4763
1014,1.4715
1015,1.4745
1016,1.477
1017,1.4765
1018,1.4729
1019,1.4725
1020,1.4775
1021,1.4858
1022,1.4948
1023,1.488
1024,1.4915
1025,1.5037
1026,1.5055
1027,1.5075
1028,1.5118
1029,1.5187
1030,1.513
1031,1.4995
1032,1.498
1033,1.4935
1034,1.4975
1035,1.4905
1036,1.4911
1037,1.4995
1038,1.4985
1039,1.5025
1040,1.5065
1041,1.5085
1042,1.508
1043,1.5098
1044,1.5055
1045,1.5058
1046,1.5095
1047,1.5108
1048,1.5095
1049,1.512
1050,1.5172
1051,1.5082
1052,1.5055
1053,1.5083
1054,1.508
1055,1.5063
1056,1.5067
1057,1.5084
1058,1.5202
1059,1.5192
1060,1.5194
1061,1.52
1062,1.5307
1063,1.5385
1064,1.5405
1065,1.5315
1066,1.5415
1067,1.5519
1068,1.5495
1069,1.5512
1070,1.5462
1071,1.5483
1072,1.539
1073,1.5415
1074,1.5505
1075,1.5421
1076,1.5445
1077,1.5645
1078,1.5725
1079,1.5675
1080,1.5615
1081,1.5574
1082,1.5622
1083,1.5513
1084,1.5493
1085,1.5395
1086,1.531
1087,1.532
1088,1.5244
1089,1.5306
1090,1.5317
1091,1.5415
1092,1.5368
1093,1.5378
1094,1.5395
1095,1.5387
1096,1.5425
1097,1.5422
1098,1.5385
1099,1.5393
1100,1.5395
1101,1.545
1102,1.5422
1103,1.5427
1104,1.54
1105,1.545
1106,1.549
1107,1.551
1108,1.5535
1109,1.5535
1110,1.5535
1111,1.5355
1112,1.534
1113,1.535
1114,1.5362
1115,1.5445
1116,1.5475
1117,1.5487
1118,1.5462
1119,1.5436
1120,1.5503
1121,1.5696
1122,1.5623
1123,1.5673
1124,1.563
1125,1.584
1126,1.566
1127,1.5745
1128,1.578
1129,1.576
1130,1.5813
1131,1.5745
1132,1.5775
1133,1.576
1134,1.58
1135,1.577
1136,1.5785
1137,1.5783
1138,1.586
1139,1.5875
1140,1.5865
1141,1.578
1142,1.581
1143,1.5815
1144,1.591
1145,1.61
1146,1.6135
1147,1.618
1148,1.6215
1149,1.6255
1150,1.6275
1151,1.6365
1152,1.632
1153,1.6368
1154,1.623
1155,1.635
1156,1.632
1157,1.6345
1158,1.6125
1159,1.6105
1160,1.616
1161,1.621
1162,1.605
1163,1.5992
1164,1.588
1165,1.584
1166,1.5715
1167,1.577
1168,1.568
1169,1.566
1170,1.5695
1171,1.5725
1172,1.563
1173,1.563
1174,1.5643
1175,1.567
1176,1.5652
1177,1.5602
1178,1.559
1179,1.561
1180,1.5641
1181,1.5632
1182,1.5602
1183,1.5637
1184,1.5605
1185,1.5612
1186,1.563
1187,1.563
1188,1.5622
1189,1.56
1190,1.5595
1191,1.5462
1192,1.5445
1193,1.545
1194,1.5435
1195,1.5602
1196,1.5665
1197,1.5624
1198,1.5605
1199,1.5635
1200,1.5518
1201,1.5573
1202,1.5585
1203,1.5592
1204,1.5715
1205,1.567
1206,1.568
1207,1.5707
1208,1.575
1209,1.5877
1210,1.5955
1211,1.596
1212,1.5932
1213,1.5908
1214,1.5885
1215,1.5935
1216,1.5815
1217,1.5805
1218,1.583
1219,1.5643
1220,1.56
1221,1.557
1222,1.5523
1223,1.5565
1224,1.5627
1225,1.5635
1226,1.5575
1227,1.5605
1228,1.5775
1229,1.5765
1230,1.5815
1231,1.586
1232,1.593
1233,1.5885
1234,1.5835
1235,1.584
1236,1.5843
1237,1.591
1238,1.621
1239,1.633
1240,1.644
1241,1.619
1242,1.6152
1243,1.5802
1244,1.5968
1245,1.5855
1246,1.603
1247,1.586
1248,1.582
1249,1.5805
1250,1.5855
1251,1.586
1252,1.5923
1253,1.588
1254,1.5955
1255,1.61
1256,1.608
1257,1.5985
1258,1.619
1259,1.616
1260,1.6015
1261,1.6065
1262,1.6058
1263,1.6015
1264,1.594
1265,1.5945
1266,1.59
1267,1.6068
1268,1.602
1269,1.6195
1270,1.614
1271,1.616
1272,1.6127
1273,1.61
1274,1.6055
1275,1.6135
1276,1.6105
1277,1.6162
1278,1.6091
1279,1.618
1280,1.6125
1281,1.6172
1282,1.6185
1283,1.599
1284,1.608
1285,1.5885
1286,1.5815
1287,1.5576
1288,1.571
1289,1.5652
1290,1.569
1291,1.5685
1292,1.5625
1293,1.5735
1294,1.575
1295,1.566
1296,1.5755
1297,1.6037
1298,1.604
1299,1.601
1300,1.5865
1301,1.5945
1302,1.586
1303,1.5955
1304,1.59
1305,1.5942
1306,1.592
1307,1.5945
1308,1.595
1309,1.5955
1310,1.6085
1311,1.5955
1312,1.607
1313,1.5995
1314,1.603
1315,1.6049
1316,1.5998
1317,1.6045
1318,1.5855
1319,1.5845
1320,1.574
1321,1.5915
1322,1.5905
1323,1.5972
1324,1.595
1325,1.5985
1326,1.5945
1327,1.5905
1328,1.588
1329,1.5915
1330,1.6005
1331,1.5945
1332,1.5945
1333,1.5962
1334,1.5955
1335,1.597
1336,1.594
1337,1.5976
1338,1.5879
1339,1.5956
1340,1.5964
1341,1.6003
1342,1.598
1343,1.5992
1344,1.5995
1345,1.6068
1346,1.6073
1347,1.6018
1348,1.601
1349,1.6002
1350,1.5888
1351,1.5776
1352,1.574
1353,1.5553
1354,1.5515
1355,1.5345
1356,1.543
1357,1.5405
1358,1.5355
1359,1.5415
1360,1.5432
1361,1.5418
1362,1.5525
1363,1.5453
1364,1.544
1365,1.5515
1366,1.5533
1367,1.5565
1368,1.5501
1369,1.55
1370,1.5482
1371,1.5483
1372,1.5545
1373,1.548
1374,1.5505
1375,1.552
1376,1.546
1377,1.546
1378,1.5525
1379,1.5695
1380,1.5795
1381,1.5715
1382,1.5708
1383,1.5722
1384,1.5805
1385,1.5795
1386,1.5909
1387,1.5808
1388,1.5837
1389,1.584
1390,1.5812
1391,1.5778
1392,1.573
1393,1.5735
1394,1.5725
1395,1.575
1396,1.574
1397,1.5695
1398,1.5725
1399,1.5759
1400,1.58
1401,1.581
1402,1.5795
1403,1.574
1404,1.5795
1405,1.5775
1406,1.5807
1407,1.5778
1408,1.5813
1409,1.5805
1410,1.5793
1411,1.5778
1412,1.5805
1413,1.5794
1414,1.5753
1415,1.5555
1416,1.5605
1417,1.558
1418,1.5558
1419,1.5505
1420,1.5495
1421,1.5583
1422,1.565
1423,1.56
1424,1.5505
1425,1.548
1426,1.5383
1427,1.5302
1428,1.536
1429,1.536
1430,1.541
1431,1.5422
1432,1.5353
1433,1.5329
1434,1.5348
1435,1.5313
1436,1.5325
1437,1.541
1438,1.5395
1439,1.539
1440,1.542
1441,1.5373
1442,1.5388
1443,1.5425
1444,1.5555
1445,1.56
1446,1.539
1447,1.5535
1448,1.5565
1449,1.5517
1450,1.5463
1451,1.552
1452,1.5495
1453,1.5475
1454,1.5456
1455,1.5445
1456,1.5487
1457,1.538
1458,1.5255
1459,1.5228
1460,1.5093
1461,1.5135
1462,1.5135
1463,1.5092
1464,1.5075
1465,1.503
1466,1.5063
1467,1.5037
1468,1.5096
1469,1.5132
1470,1.519
1471,1.5352
1472,1.5402
1473,1.5365
1474,1.5374
1475,1.5318
1476,1.5308
1477,1.534
1478,1.5371
1479,1.5385
1480,1.5487
1481,1.5445
1482,1.5425
1483,1.5435
1484,1.541
1485,1.54
1486,1.5398
1487,1.5335
1488,1.532
1489,1.5273
1490,1.5284
1491,1.529
1492,1.529
1493,1.53
1494,1.524
1495,1.5238
1496,1.5213
1497,1.5225
1498,1.5231
1499,1.525
1500,1.53
1501,1.5327
1502,1.5376
1503,1.536
1504,1.5334
1505,1.523
1506,1.524
1507,1.5181
1508,1.5239
1509,1.5262
1510,1.5244
1511,1.5248
1512,1.526
1513,1.5295
1514,1.5287
1515,1.531
1516,1.5243
1517,1.5115
1518,1.5125
1519,1.5123
1520,1.5085
1521,1.5071
1522,1.507
1523,1.51
1524,1.5168
1525,1.5112
1526,1.5161
1527,1.5138
1528,1.5127
1529,1.5103
1530,1.5094
1531,1.505
1532,1.4948
1533,1.503
1534,1.5042
1535,1.5072
1536,1.5125
1537,1.5215
1538,1.522
1539,1.5223
1540,1.5145
1541,1.5149
1542,1.513
1543,1.5133
1544,1.515
1545,1.513
1546,1.5115
1547,1.5103
1548,1.5134
1549,1.511
1550,1.5127
1551,1.5211
1552,1.5345
1553,1.5495
1554,1.5515
1555,1.5485
1556,1.5474
1557,1.5405
1558,1.541
1559,1.5322
1560,1.5355
1561,1.5345
1562,1.532
1563,1.5358
1564,1.545
1565,1.5435
1566,1.5433
1567,1.5418
1568,1.5383
1569,1.54
1570,1.5405
1571,1.5414
1572,1.5462
1573,1.5529
1574,1.5545
1575,1.5583
1576,1.5587
1577,1.5522
1578,1.553
1579,1.5495
1580,1.5504
1581,1.5555
1582,1.5525
1583,1.55
1584,1.5585
1585,1.5432
1586,1.5479
1587,1.5466
1588,1.5512
1589,1.5515
1590,1.5525
1591,1.5572
1592,1.5545
1593,1.557
1594,1.5558
1595,1.5556
1596,1.5572
1597,1.5418
1598,1.5442
1599,1.5375
1600,1.5418
1601,1.5497
1602,1.549
1603,1.5505
1604,1.5499
1605,1.5483
1606,1.5504
1607,1.5468
1608,1.5444
1609,1.5473
1610,1.5497
1611,1.5508
1612,1.553
1613,1.5553
1614,1.553
1615,1.5593
1616,1.5563
1617,1.5612
1618,1.5671
1619,1.567
1620,1.5667
1621,1.5607
1622,1.5582
1623,1.5569
1624,1.555
1625,1.5538
1626,1.5544
1627,1.5566
1628,1.5545
1629,1.5602
1630,1.5515
1631,1.5555
1632,1.5568
1633,1.558
1634,1.5633
1635,1.5613
1636,1.563
1637,1.5653
1638,1.564
1639,1.5685
1640,1.5661
1641,1.5623
1642,1.5635
1643,1.5631
1644,1.5642
1645,1.5651
1646,1.5755
1647,1.5823
1648,1.5835
1649,1.5863
1650,1.5903
1651,1.5916
1652,1.5953
1653,1.5968
1654,1.5918
1655,1.6062
1656,1.6122
1657,1.6099
1658,1.6326
1659,1.6278
1660,1.6358
1661,1.6435
1662,1.645
1663,1.64
1664,1.6475
1665,1.647
1666,1.647
1667,1.655
1668,1.6653
1669,1.6646
1670,1.67
1671,1.676
1672,1.678
1673,1.6887
1674,1.68
1675,1.6695
1676,1.673
1677,1.676
1678,1.682
1679,1.684
1680,1.642
1681,1.6387
1682,1.6268
1683,1.6415
1684,1.6475
1685,1.6505
1686,1.658
1687,1.657
1688,1.6603
1689,1.6622
1690,1.672
1691,1.6722
1692,1.6525
1693,1.667
1694,1.6715
1695,1.6715
1696,1.6726
1697,1.6917
1698,1.6908
1699,1.7123
1700,1.687
1701,1.69
1702,1.685
1703,1.695
1704,1.6871
1705,1.6945
1706,1.6814
1707,1.6713
1708,1.6695
1709,1.6785
1710,1.6762
1711,1.6602
1712,1.6632
1713,1.6534
1714,1.6285
1715,1.6283
1716,1.624
1717,1.6155
1718,1.6207
1719,1.6183
1720,1.6012
1721,1.6135
1722,1.6207
1723,1.638
1724,1.6355
1725,1.6228
1726,1.639
1727,1.644
1728,1.6338
1729,1.623
1730,1.6207
1731,1.6022
1732,1.6138
1733,1.6107
1734,1.6155
1735,1.6333
1736,1.6323
1737,1.633
1738,1.6265
1739,1.6287
1740,1.6175
1741,1.6155
1742,1.6117
1743,1.6131
1744,1.6032
1745,1.6005
1746,1.6058
1747,1.5932
1748,1.5965
1749,1.6022
1750,1.59
1751,1.589
1752,1.5968
1753,1.5948
1754,1.6015
1755,1.6171
1756,1.6172
1757,1.6276
1758,1.6312
1759,1.6315
1760,1.6448
1761,1.6485
1762,1.6425
1763,1.646
1764,1.6389
1765,1.6277
1766,1.6233
1767,1.622
1768,1.623
1769,1.6245
1770,1.6225
1771,1.6255
1772,1.6225
1773,1.631
1774,1.6315
1775,1.6353
1776,1.6362
1777,1.6213
1778,1.625
1779,1.6235
1780,1.6232
1781,1.6312
1782,1.62
1783,1.6238
1784,1.6215
1785,1.62
1786,1.6375
1787,1.6364
1788,1.62
1789,1.621
1790,1.6235
1791,1.6319
1792,1.64
1793,1.6385
1794,1.6335
1795,1.638
1796,1.6438
1797,1.6465
1798,1.6235
1799,1.6324
1800,1.629
1801,1.6382
1802,1.6405
1803,1.636
1804,1.6343
1805,1.6342
1806,1.6272
1807,1.6328
1808,1.628
1809,1.6355
1810,1.6382
1811,1.637
1812,1.6352
1813,1.637
1814,1.6357
1815,1.6385
1816,1.6384
1817,1.648
1818,1.6537
1819,1.6688
1820,1.6643
1821,1.6625
1822,1.666
1823,1.662
1824,1.665
1825,1.6574
1826,1.667
1827,1.6885
1828,1.687
1829,1.6885
1830,1.684
1831,1.6881
1832,1.6935
1833,1.6882
1834,1.6765
1835,1.6745
1836,1.675
1837,1.6761
1838,1.6776
1839,1.6744
1840,1.6779
1841,1.6729
1842,1.6628
1843,1.6292
1844,1.6275
1845,1.621
1846,1.6388
1847,1.6348
1848,1.6283
1849,1.625
1850,1.6008
1851,1.5875
1852,1.585
1853,1.5902
1854,1.5775
1855,1.5825
1856,1.5865
1857,1.609
1858,1.6088
1859,1.6035
1860,1.5923
1861,1.5905
1862,1.6081
1863,1.6052
1864,1.6121
1865,1.6103
1866,1.6158
1867,1.6203
1868,1.5897
1869,1.5846
1870,1.5855
1871,1.592
1872,1.5882
1873,1.589
1874,1.5968
1875,1.6085
1876,1.6042
1877,1.5941
1878,1.5985
1879,1.6137
1880,1.6112
1881,1.6025
1882,1.6115
1883,1.6103
1884,1.6279
1885,1.61
1886,1.6142
1887,1.6117
1888,1.6145
1889,1.6135
1890,1.613
1891,1.613
1892,1.6195
1893,1.6208
1894,1.6245
1895,1.6207
1896,1.6197
1897,1.6235
1898,1.6187
1899,1.6145
1900,1.6297
1901,1.6338
1902,1.6338
1903,1.6317
1904,1.6347
1905,1.6548
1906,1.6756
1907,1.6721
1908,1.6655
1909,1.6786
1910,1.6763
1911,1.6832
1912,1.6775
1913,1.692
1914,1.6905
1915,1.6893
1916,1.7035
1917,1.701
1918,1.6931
1919,1.6931
1920,1.6955
1921,1.6911
1922,1.6925
1923,1.6892
1924,1.69
1925,1.6805
1926,1.6735
1927,1.6885
1928,1.6825
1929,1.6817
1930,1.684
1931,1.6705
1932,1.6585
1933,1.6472
1934,1.6528
1935,1.6495
1936,1.6552
1937,1.6501
1938,1.6333
1939,1.6326
1940,1.6507
1941,1.6635
1942,1.6684
1943,1.6617
1944,1.668
1945,1.6675
1946,1.6695
1947,1.6683
1948,1.6552
1949,1.6427
1950,1.6417
1951,1.633
1952,1.6335
1953,1.6253
1954,1.6114
1955,1.6165
1956,1.6221
1957,1.6345
1958,1.6301
1959,1.63
