DATE,AGE 0-4
6/5/11,2249
6/12/11,2040
6/19/11,1812
6/26/11,1604
7/3/11,1472
7/10/11,1423
7/17/11,1255
7/24/11,1243
7/31/11,1251
8/7/11,1088
8/14/11,1207
8/21/11,1342
8/28/11,1505
9/4/11,1528
9/11/11,1622
9/18/11,1788
9/25/11,1816
10/2/11,2248
10/9/11,3106
10/16/11,3317
10/23/11,3324
10/30/11,3453
11/6/11,3634
11/13/11,3949
11/20/11,3923
11/27/11,4125
12/4/11,4237
12/11/11,3995
12/18/11,4579
12/25/11,5016
1/1/12,5243
1/8/12,4514
1/15/12,4059
1/22/12,4364
1/29/12,4766
2/5/12,5218
2/12/12,5028
2/19/12,5277
2/26/12,5246
3/4/12,5219
3/11/12,4811
3/18/12,5175
3/25/12,4422
4/1/12,3807
4/8/12,3582
4/15/12,3253
4/22/12,3001
4/29/12,2638
5/6/12,2509
5/13/12,2524
5/20/12,2465
5/27/12,2545
6/3/12,2480
6/10/12,2336
6/17/12,2231
6/24/12,2259
7/1/12,2168
7/8/12,1911
7/15/12,1913
7/22/12,1818
7/29/12,1752
8/5/12,1728
8/12/12,1660
8/19/12,1721
8/26/12,2098
9/2/12,1958
9/9/12,1886
9/16/12,2176
9/23/12,2295
9/30/12,2421
10/7/12,2773
10/14/12,2960
10/21/12,3202
10/28/12,3346
11/4/12,3326
11/11/12,3733
11/18/12,4034
11/25/12,4651
12/2/12,5102
12/9/12,6486
12/16/12,7446
12/23/12,8546
12/30/12,9709
1/13/13,8444
1/20/13,8297
1/27/13,8633
2/3/13,7441
2/10/13,6609
2/17/13,5757
2/24/13,5289
3/3/13,5099
3/10/13,4633
3/17/13,4791
3/24/13,4480
3/31/13,3957
4/7/13,3830
4/14/13,3516
4/21/13,3110
4/28/13,2707
5/5/13,2588
5/12/13,2439
5/19/13,2422
5/26/13,2431
6/2/13,2230
6/9/13,2109
6/16/13,1983
6/23/13,1969
6/30/13,1877
7/7/13,1703
7/14/13,1594
7/21/13,1576
7/28/13,1432
8/4/13,1416
8/11/13,1216
8/18/13,1367
8/25/13,1364
9/1/13,1331
9/8/13,1499
9/15/13,1681
9/22/13,1926
9/29/13,2175
10/6/13,2393
10/13/13,2974
10/20/13,3276
10/27/13,3483
11/3/13,3930
11/10/13,4045
11/17/13,4434
11/24/13,4643
12/1/13,4835
12/8/13,4937
12/15/13,5549
12/22/13,5501
12/29/13,6555
1/5/14,7814
1/12/14,7488
1/19/14,6233
1/26/14,6007
2/2/14,5878
2/9/14,5133
2/16/14,4729
2/23/14,4210
3/2/14,4250
3/9/14,3953
3/16/14,3775
3/23/14,3616
3/30/14,3798
4/6/14,3523
4/13/14,3582
4/20/14,3574
4/27/14,3130
5/4/14,2846
5/11/14,2501
5/18/14,2789
5/25/14,2544
6/1/14,2733
6/8/14,2528
6/15/14,2383
6/22/14,2227
6/29/14,2159
7/6/14,2049
7/13/14,1865
7/20/14,1758
7/27/14,1582
8/3/14,1455
8/10/14,1450
8/17/14,1460
8/24/14,1528
8/31/14,1569
9/7/14,1684
9/14/14,1753
9/21/14,2300
9/28/14,2535
10/5/14,2522
10/12/14,2958
10/19/14,3055
10/26/14,3442
11/2/14,3455
11/9/14,3632
11/16/14,4277
11/23/14,4424
11/30/14,4740
12/7/14,5432
12/14/14,6185
12/21/14,7424
12/28/14,9270
1/4/15,10363
1/11/15,9732
1/18/15,7044
1/25/15,7840
2/1/15,7118
2/8/15,6656
2/15/15,6429
2/22/15,5537
3/1/15,4823
3/8/15,4639
3/15/15,4710
3/22/15,4559
3/29/15,4418
4/5/15,4174
4/12/15,3903
4/19/15,3448
4/26/15,3182
5/3/15,3203
5/10/15,3106
5/17/15,2805
5/24/15,2754
5/31/15,2593
6/7/15,2211
6/14/15,2109
6/21/15,1734
6/28/15,1897
7/5/15,1678
7/12/15,1546
7/19/15,1487
7/26/15,1383
8/2/15,1415
8/9/15,1392
8/16/15,1330
8/23/15,1429
8/30/15,1687
9/6/15,1636
9/13/15,1714
9/20/15,1993
9/27/15,2178
10/4/15,2170
10/11/15,2849
10/18/15,3016
10/25/15,3263
11/1/15,3141
11/8/15,3563
11/15/15,3746
11/22/15,3960
11/29/15,3974
12/6/15,4469
12/13/15,4575
12/20/15,5135
12/27/15,5377
1/3/16,5700
1/10/16,4775
1/17/16,4574
1/24/16,4804
1/31/16,5088
2/7/16,5135
2/14/16,5645
2/21/16,5997
2/28/16,6299
3/6/16,6619
3/13/16,6660
3/20/16,5574
3/27/16,5187
4/3/16,4581
4/10/16,3707
4/17/16,3572
4/24/16,3515
5/1/16,3157
5/8/16,2772
5/15/16,2871
5/22/16,2688
5/29/16,2612
6/5/16,2545
6/12/16,2293
6/19/16,2189
6/26/16,2062
7/3/16,1873
7/10/16,1646
7/17/16,1610
7/24/16,1670
7/31/16,1580
8/7/16,1455
8/14/16,1512
8/21/16,1644
8/28/16,1848
9/4/16,1815
9/11/16,1883
9/18/16,2026
9/25/16,2341
10/2/16,2413
10/9/16,3110
10/16/16,3207
10/23/16,3564
10/30/16,3786
11/6/16,4314
11/13/16,4703
11/20/16,4979
11/27/16,5032
12/4/16,5209
12/11/16,5501
12/18/16,5744
12/25/16,6653
1/1/17,7712
1/8/17,6716
1/15/17,6020
1/22/17,6399
1/29/17,6958
2/5/17,7452
2/12/17,8110
2/19/17,7726
2/26/17,7649
3/5/17,6129
3/12/17,5854
3/19/17,5503
3/26/17,5514
4/2/17,5145
4/9/17,4488
4/16/17,3909
4/23/17,3306
4/30/17,2997
5/7/17,2890
5/14/17,2751
5/21/17,2685
5/28/17,2341
6/4/17,2311
6/11/17,2412
6/18/17,2049
6/25/17,1930
7/2/17,1771
7/9/17,1728
7/16/17,1545
7/23/17,1549
7/30/17,1576
8/6/17,1529
8/13/17,1559
8/20/17,1603
8/27/17,1964
9/3/17,2076
9/10/17,2073
9/17/17,2372
9/24/17,2544
10/1/17,2840
10/8/17,7698
10/15/17,8236
10/22/17,8816
10/29/17,10012
11/5/17,10438
11/12/17,12252
11/19/17,13760
11/26/17,13890
12/3/17,14016
12/10/17,14458
12/17/17,16570
12/24/17,20894
12/31/17,22670
1/7/18,18820
1/14/18,20106
1/21/18,23994
1/28/18,26816
2/4/18,29688
2/11/18,30384
2/18/18,26730
2/25/18,20308
3/4/18,14416
3/11/18,12736
3/18/18,11176
3/25/18,10446
4/1/18,9442
4/8/18,9106
4/15/18,8290
4/22/18,7712
4/29/18,7446
5/6/18,7316
5/13/18,6888
5/20/18,6718
5/27/18,6770
6/3/18,6440
6/10/18,5694
6/17/18,4750
6/24/18,4624
7/1/18,4412
7/8/18,4018
7/15/18,3886
7/22/18,3482
7/29/18,3330
8/5/18,3236
8/12/18,3452
8/19/18,3972
8/26/18,4478
9/2/18,4890
9/9/18,5628
9/16/18,5546
9/23/18,6484
9/30/18,6962
10/7/18,4887
10/14/18,5332
10/21/18,5589
10/28/18,6249
11/4/18,6869
11/11/18,7509
11/18/18,7821
11/25/18,8607
12/2/18,8890
12/9/18,8809
12/16/18,10156
12/23/18,11515
12/30/18,13615
1/13/19,11686
1/20/19,9369
1/27/19,9703
2/3/19,10765
2/10/19,11628
2/17/19,13899
2/24/19,14246
3/3/19,13634
3/10/19,11647
3/17/19,11168
3/24/19,10986
3/31/19,9721
4/7/19,8644
4/14/19,7606
4/21/19,6754
4/28/19,6325
5/5/19,5698
5/12/19,5369
5/19/19,4789
5/26/19,4649
6/2/19,4601
6/9/19,4442
6/16/19,3937
6/23/19,3506
6/30/19,3056
7/7/19,2955
7/14/19,2512
7/21/19,2346
7/28/19,2222
8/4/19,2138
8/11/19,2354
8/18/19,2102
8/25/19,2634
9/1/19,2911
9/8/19,3428
9/15/19,3810
9/22/19,3912
9/29/19,4469
10/6/19,4981
10/13/19,6219
10/20/19,6550
10/27/19,7287
11/3/19,7892
11/10/19,8658
11/17/19,10557
11/24/19,11446
12/1/19,12716
12/8/19,14444
12/15/19,13852
12/22/19,14728
12/29/19,18001
1/5/20,24097
1/12/20,21594
1/19/20,15564
1/26/20,16587
2/2/20,18574
2/9/20,20299
2/16/20,20270
2/23/20,17393
3/1/20,15330
3/8/20,13820
3/15/20,13888
3/22/20,14154
3/29/20,10790
4/5/20,5129
4/12/20,2359
4/19/20,1496
4/26/20,1068
5/3/20,926
5/10/20,864
5/17/20,730
5/24/20,788
5/31/20,1224
6/7/20,805
6/14/20,802
6/21/20,881
6/28/20,1006
7/5/20,1216
7/12/20,1395
7/19/20,1545
7/26/20,1658
8/2/20,1634
8/9/20,1609
8/16/20,1570
8/23/20,1592
8/30/20,1804
9/6/20,1866
9/13/20,1776
9/20/20,2000
9/27/20,2070
10/4/20,2287
10/11/20,2467
10/18/20,2562
10/25/20,2316
11/1/20,2457
11/8/20,2515
11/15/20,2727
11/22/20,2776
11/29/20,2693
12/6/20,2485
12/13/20,2604
12/20/20,2567
12/27/20,2482
1/3/21,2323
1/10/21,2585
1/17/21,2380
1/24/21,2566
1/31/21,2560
2/7/21,2636
2/14/21,2557
2/21/21,2320
2/28/21,2544
3/7/21,2773
3/14/21,3220
3/21/21,3515
3/28/21,3817
4/4/21,4116
4/11/21,4740
4/18/21,5227
4/25/21,5764
5/2/21,6335
5/9/21,6822
5/16/21,7366
5/23/21,8352
5/30/21,7953
6/6/21,8502
6/13/21,8097
6/20/21,8536
6/27/21,8514
7/4/21,8369
7/11/21,8719
7/18/21,9193
7/25/21,10372
8/1/21,11144
8/8/21,11102
8/15/21,11264
8/22/21,11809
8/29/21,11982
9/5/21,11745
9/12/21,11711
9/19/21,11254
9/26/21,10928
10/3/21,10142
10/10/21,13161
10/17/21,13066
10/24/21,12494
10/31/21,12858
11/7/21,13295
11/14/21,14559
11/21/21,14735
11/28/21,14913
12/5/21,15161
12/12/21,14968
12/19/21,16285
12/26/21,18514
1/2/22,24118
1/9/22,17048
1/16/22,12222
1/23/22,9526
1/30/22,7300
2/6/22,6083
2/13/22,6395
2/20/22,6915
2/27/22,7065
3/6/22,7422
3/13/22,8209
3/20/22,9041
3/27/22,9306
4/3/22,9612
4/10/22,10560
4/17/22,11334
4/24/22,11732
5/1/22,12656
5/8/22,12834
5/15/22,14818
5/22/22,15053
5/29/22,15267
6/5/22,15815
6/12/22,14154
6/19/22,12858
6/26/22,11865
7/3/22,11066
7/10/22,10585
7/17/22,9525
7/24/22,9361
7/31/22,9153
8/7/22,8661
8/14/22,8392
8/21/22,9479
8/28/22,10793
9/4/22,11526
9/11/22,12548
9/18/22,13386
9/25/22,15904
10/2/22,16977
10/9/22,17521
