Time,Australia
393,0.779
394,0.7802
395,0.7822
396,0.7835
397,0.7825
398,0.7835
399,0.7839
400,0.7825
401,0.7821
402,0.7785
403,0.7776
404,0.779
405,0.7815
406,0.784
407,0.7871
408,0.7855
409,0.7845
410,0.7841
411,0.7845
412,0.7842
413,0.7852
414,0.7781
415,0.7848
416,0.7856
417,0.7867
418,0.7905
419,0.7878
420,0.7896
421,0.7958
422,0.7963
423,0.7995
424,0.7957
425,0.7974
426,0.8011
427,0.8002
428,0.7961
429,0.7935
430,0.7965
431,0.7971
432,0.8004
433,0.7953
434,0.794
435,0.796
436,0.7934
437,0.7955
438,0.7943
439,0.797
440,0.8
441,0.7955
442,0.798
443,0.7968
444,0.795
445,0.784
446,0.7854
447,0.7855
448,0.7871
449,0.7845
450,0.7791
451,0.7845
452,0.7836
453,0.7854
454,0.7863
455,0.7851
456,0.7866
457,0.7883
458,0.789
459,0.7911
460,0.7915
461,0.7918
462,0.7888
463,0.7868
464,0.7844
465,0.784
466,0.7855
467,0.7851
468,0.7818
469,0.7784
470,0.7735
471,0.7728
472,0.772
473,0.7711
474,0.7705
475,0.773
476,0.7737
477,0.7731
478,0.7715
479,0.767
480,0.7604
481,0.7601
482,0.7608
483,0.7624
484,0.7597
485,0.7593
486,0.7565
487,0.7572
488,0.7641
489,0.7551
490,0.7564
491,0.7465
492,0.7365
493,0.742
494,0.7458
495,0.7415
496,0.7419
497,0.743
498,0.7504
499,0.7513
500,0.7449
501,0.7398
502,0.7383
503,0.7443
504,0.7431
505,0.748
506,0.7521
507,0.7524
508,0.749
509,0.7457
510,0.748
511,0.751
512,0.7481
513,0.751
514,0.7514
515,0.7535
516,0.754
517,0.7541
518,0.7572
519,0.7558
520,0.7534
521,0.751
522,0.7525
523,0.7487
524,0.7533
525,0.7538
526,0.7545
527,0.7527
528,0.7521
529,0.7542
530,0.7552
531,0.7567
532,0.7571
533,0.7547
534,0.7536
535,0.7547
536,0.7549
537,0.7573
538,0.7602
539,0.7599
540,0.7593
541,0.7605
542,0.7614
543,0.7638
544,0.7645
545,0.7659
546,0.767
547,0.77
548,0.7666
549,0.7663
550,0.7665
551,0.7632
552,0.7628
553,0.7595
554,0.7628
555,0.7637
556,0.7638
557,0.7661
558,0.765
559,0.7667
560,0.767
561,0.7645
562,0.7625
563,0.757
564,0.754
565,0.7562
566,0.7552
567,0.7589
568,0.7565
569,0.7538
570,0.7582
571,0.7552
572,0.7513
573,0.7541
574,0.7503
575,0.7523
576,0.7525
577,0.7574
578,0.7574
579,0.7583
580,0.7575
581,0.7566
582,0.7582
583,0.7573
584,0.7585
585,0.758
586,0.7582
587,0.7568
588,0.7574
589,0.7575
590,0.763
591,0.7629
592,0.763
593,0.764
594,0.7631
595,0.7617
596,0.7616
597,0.7586
598,0.7535
599,0.7534
600,0.7525
601,0.7545
602,0.7522
603,0.7495
604,0.7518
605,0.7518
606,0.75
607,0.7465
608,0.7471
609,0.7477
610,0.7469
611,0.7421
612,0.7444
613,0.7447
614,0.7436
615,0.7466
616,0.7441
617,0.7463
618,0.7456
619,0.7469
620,0.7441
621,0.7432
622,0.7443
623,0.7455
624,0.7465
625,0.748
626,0.7481
627,0.746
628,0.7437
629,0.7438
630,0.7437
631,0.7441
632,0.7443
633,0.7439
634,0.7414
635,0.7363
636,0.7372
637,0.7287
638,0.7182
639,0.7187
640,0.7211
641,0.7203
642,0.7255
643,0.722
644,0.7207
645,0.7137
646,0.7112
647,0.7149
648,0.7165
649,0.717
650,0.7156
651,0.7174
652,0.7181
653,0.72
654,0.72
655,0.7128
656,0.7183
657,0.7225
658,0.7254
659,0.7331
660,0.7311
661,0.7302
662,0.7317
663,0.7325
664,0.7235
665,0.722
666,0.7233
667,0.7225
668,0.7165
669,0.713
670,0.7139
671,0.7141
672,0.7165
673,0.7205
674,0.7194
675,0.7208
676,0.7176
677,0.7222
678,0.7223
679,0.7224
680,0.7196
681,0.7187
682,0.715
683,0.7184
684,0.7201
685,0.7184
686,0.7143
687,0.691
688,0.695
689,0.6909
690,0.6968
691,0.689
692,0.6935
693,0.6936
694,0.6881
695,0.6842
696,0.6881
697,0.6839
698,0.6843
699,0.6893
700,0.6822
701,0.6843
702,0.6829
703,0.6887
704,0.6916
705,0.6924
706,0.6934
707,0.6942
708,0.6902
709,0.6873
710,0.6881
711,0.6894
712,0.6916
713,0.691
714,0.6904
715,0.6885
716,0.6895
717,0.6894
718,0.689
719,0.6818
720,0.6735
721,0.67
722,0.669
723,0.672
724,0.6736
725,0.6736
726,0.6698
727,0.6723
728,0.669
729,0.6655
730,0.672
731,0.672
732,0.675
733,0.6735
734,0.6812
735,0.6793
736,0.6755
737,0.6782
738,0.6762
739,0.6694
740,0.67
741,0.6705
742,0.6764
743,0.6774
744,0.6871
745,0.6864
746,0.6878
747,0.69
748,0.6961
749,0.694
750,0.6955
751,0.7052
752,0.707
753,0.7053
754,0.7125
755,0.7077
756,0.7062
757,0.701
758,0.7044
759,0.7067
760,0.7108
761,0.7031
762,0.7051
763,0.7096
764,0.7137
765,0.7157
766,0.7147
767,0.7035
768,0.7052
769,0.7089
770,0.709
771,0.7078
772,0.7108
773,0.7044
774,0.697
775,0.697
776,0.7092
777,0.7085
778,0.7115
779,0.7175
780,0.7213
781,0.7209
782,0.7164
783,0.7192
784,0.7157
785,0.7132
786,0.721
787,0.6982
788,0.7026
789,0.6993
790,0.7005
791,0.7055
792,0.7021
793,0.7021
794,0.6912
795,0.6925
796,0.6934
797,0.6948
798,0.6941
799,0.7001
800,0.6984
801,0.6862
802,0.678
803,0.6812
804,0.675
805,0.6733
806,0.6683
807,0.6745
808,0.6763
809,0.6795
810,0.675
811,0.6765
812,0.6765
813,0.6743
814,0.6775
815,0.6738
816,0.6698
817,0.6694
818,0.6677
819,0.6695
820,0.6663
821,0.6663
822,0.6692
823,0.6766
824,0.6792
825,0.6848
826,0.6824
827,0.6795
828,0.6775
829,0.6775
830,0.68
831,0.6787
832,0.677
833,0.677
834,0.6775
835,0.677
836,0.678
837,0.679
838,0.6773
839,0.6758
840,0.6771
841,0.688
842,0.6895
843,0.69
844,0.688
845,0.6866
846,0.6795
847,0.6805
848,0.686
849,0.6823
850,0.678
851,0.678
852,0.6795
853,0.6732
854,0.6747
855,0.6747
856,0.6771
857,0.6665
858,0.669
859,0.671
860,0.6702
861,0.666
862,0.6707
863,0.671
864,0.668
865,0.656
866,0.6483
867,0.6498
868,0.658
869,0.6555
870,0.6494
871,0.651
872,0.646
873,0.6497
874,0.6508
875,0.6512
876,0.6496
877,0.654
878,0.655
879,0.651
880,0.6542
881,0.65
882,0.6475
883,0.645
884,0.645
885,0.6475
886,0.646
887,0.6465
888,0.6545
889,0.655
890,0.658
891,0.659
892,0.6613
893,0.663
894,0.662
895,0.661
896,0.6642
897,0.668
898,0.67
899,0.669
900,0.6693
901,0.6671
902,0.6661
903,0.667
904,0.6655
905,0.674
906,0.673
907,0.676
908,0.6727
909,0.6737
910,0.67
911,0.6675
912,0.6625
913,0.6583
914,0.6537
915,0.6568
916,0.663
917,0.6618
918,0.6615
919,0.6608
920,0.663
921,0.6645
922,0.662
923,0.6598
924,0.6584
925,0.658
926,0.666
927,0.669
928,0.671
929,0.6665
930,0.672
931,0.671
932,0.6712
933,0.6715
934,0.6728
935,0.6727
936,0.674
937,0.679
938,0.6785
939,0.6792
940,0.68
941,0.6771
942,0.6783
943,0.6785
944,0.6788
945,0.674
946,0.6762
947,0.6783
948,0.684
949,0.6845
950,0.686
951,0.684
952,0.6865
953,0.6865
954,0.6905
955,0.6902
956,0.6908
957,0.69
958,0.696
959,0.701
960,0.7034
961,0.7025
962,0.703
963,0.708
964,0.7085
965,0.709
966,0.7086
967,0.7085
968,0.7165
969,0.715
970,0.715
971,0.7145
972,0.715
973,0.718
974,0.7175
975,0.718
976,0.7148
977,0.7115
978,0.7085
979,0.7115
980,0.715
981,0.7135
982,0.7195
983,0.7245
984,0.7245
985,0.7212
986,0.712
987,0.7147
988,0.7058
989,0.706
990,0.714
991,0.719
992,0.717
993,0.7142
994,0.709
995,0.7102
996,0.7183
997,0.718
998,0.713
999,0.7125
1000,0.7127
1001,0.7088
1002,0.7095
1003,0.7103
1004,0.7095
1005,0.711
1006,0.7113
1007,0.7047
1008,0.699
1009,0.7015
1010,0.7033
1011,0.7045
1012,0.7125
1013,0.724
1014,0.7227
1015,0.7235
1016,0.7215
1017,0.723
1018,0.723
1019,0.7175
1020,0.715
1021,0.7162
1022,0.7135
1023,0.7185
1024,0.7168
1025,0.7203
1026,0.716
1027,0.712
1028,0.7135
1029,0.7115
1030,0.706
1031,0.7117
1032,0.7148
1033,0.7155
1034,0.719
1035,0.7242
1036,0.7221
1037,0.7175
1038,0.7224
1039,0.726
1040,0.7275
1041,0.728
1042,0.7288
1043,0.7288
1044,0.734
1045,0.7352
1046,0.7345
1047,0.7323
1048,0.7327
1049,0.7385
1050,0.7401
1051,0.7377
1052,0.7378
1053,0.7345
1054,0.7335
1055,0.7338
1056,0.7345
1057,0.734
1058,0.7355
1059,0.7288
1060,0.7312
1061,0.7305
1062,0.732
1063,0.738
1064,0.7438
1065,0.739
1066,0.7328
1067,0.7278
1068,0.721
1069,0.722
1070,0.7247
1071,0.731
1072,0.7288
1073,0.726
1074,0.7263
1075,0.7278
1076,0.729
1077,0.7315
1078,0.7348
1079,0.737
1080,0.7343
1081,0.7332
1082,0.7308
1083,0.7325
1084,0.735
1085,0.735
1086,0.7395
1087,0.7432
1088,0.7433
1089,0.7388
1090,0.736
1091,0.7389
1092,0.7375
1093,0.7345
1094,0.7325
1095,0.7355
1096,0.7415
1097,0.7403
1098,0.741
1099,0.743
1100,0.7455
1101,0.7415
1102,0.7405
1103,0.7402
1104,0.7415
1105,0.7398
1106,0.7382
1107,0.7352
1108,0.7355
1109,0.7405
1110,0.7442
1111,0.7445
1112,0.742
1113,0.743
1114,0.7444
1115,0.743
1116,0.742
1117,0.7404
1118,0.7435
1119,0.745
1120,0.745
1121,0.7436
1122,0.7442
1123,0.7415
1124,0.7435
1125,0.7442
1126,0.7427
1127,0.7426
1128,0.7467
1129,0.7357
1130,0.7393
1131,0.7397
1132,0.7391
1133,0.7403
1134,0.74
1135,0.74
1136,0.7406
1137,0.7382
1138,0.7392
1139,0.7395
1140,0.7377
1141,0.7355
1142,0.7358
1143,0.7375
1144,0.735
1145,0.735
1146,0.7373
1147,0.7355
1148,0.7366
1149,0.7315
1150,0.7363
1151,0.7363
1152,0.742
1153,0.7433
1154,0.7427
1155,0.742
1156,0.741
1157,0.7423
1158,0.7424
1159,0.749
1160,0.7545
1161,0.7525
1162,0.7565
1163,0.755
1164,0.7515
1165,0.753
1166,0.751
1167,0.7535
1168,0.7575
1169,0.7618
1170,0.763
1171,0.76
1172,0.7596
1173,0.762
1174,0.7634
1175,0.7689
1176,0.7679
1177,0.7693
1178,0.77
1179,0.769
1180,0.7697
1181,0.7695
1182,0.7742
1183,0.774
1184,0.775
1185,0.7755
1186,0.7778
1187,0.775
1188,0.7765
1189,0.7753
1190,0.775
1191,0.7755
1192,0.777
1193,0.7765
1194,0.7775
1195,0.7761
1196,0.7753
1197,0.7703
1198,0.7688
1199,0.7675
1200,0.766
1201,0.762
1202,0.767
1203,0.7703
1204,0.7665
1205,0.757
1206,0.7585
1207,0.7603
1208,0.7655
1209,0.7685
1210,0.7673
1211,0.77
1212,0.7643
1213,0.7655
1214,0.762
1215,0.759
1216,0.7575
1217,0.759
1218,0.7585
1219,0.7525
1220,0.7511
1221,0.7464
1222,0.7441
1223,0.744
1224,0.7452
1225,0.7442
1226,0.744
1227,0.747
1228,0.7455
1229,0.7375
1230,0.7415
1231,0.738
1232,0.7365
1233,0.7373
1234,0.7395
1235,0.738
1236,0.7348
1237,0.737
1238,0.7381
1239,0.7393
1240,0.7385
1241,0.7391
1242,0.741
1243,0.7445
1244,0.7462
1245,0.744
1246,0.7455
1247,0.746
1248,0.734
1249,0.7238
1250,0.7264
1251,0.725
1252,0.7253
1253,0.7285
1254,0.7252
1255,0.7273
1256,0.7239
1257,0.728
1258,0.7325
1259,0.7327
1260,0.7327
1261,0.7393
1262,0.7402
1263,0.741
1264,0.741
1265,0.7405
1266,0.7427
1267,0.7397
1268,0.74
1269,0.7418
1270,0.7411
1271,0.7351
1272,0.7345
1273,0.7325
1274,0.7298
1275,0.727
1276,0.7262
1277,0.7278
1278,0.7272
1279,0.7285
1280,0.7292
1281,0.733
1282,0.7405
1283,0.7417
1284,0.7385
1285,0.7292
1286,0.7286
1287,0.7328
1288,0.7407
1289,0.7333
1290,0.7273
1291,0.7305
1292,0.7175
1293,0.715
1294,0.7181
1295,0.7187
1296,0.717
1297,0.7192
1298,0.719
1299,0.7203
1300,0.719
1301,0.7154
1302,0.7165
1303,0.7143
1304,0.7165
1305,0.7205
1306,0.7227
1307,0.72
1308,0.7175
1309,0.7193
1310,0.7215
1311,0.7275
1312,0.7281
1313,0.7267
1314,0.7243
1315,0.7255
1316,0.7207
1317,0.7208
1318,0.7185
1319,0.7142
1320,0.7142
1321,0.7155
1322,0.7108
1323,0.71
1324,0.71
1325,0.7115
1326,0.7157
1327,0.7146
1328,0.72
1329,0.7215
1330,0.7327
1331,0.7303
1332,0.7323
1333,0.7324
1334,0.732
1335,0.7348
1336,0.735
1337,0.7375
1338,0.7385
1339,0.7381
1340,0.7365
1341,0.7363
1342,0.7387
1343,0.7403
1344,0.7405
1345,0.7402
1346,0.7425
1347,0.7414
1348,0.7436
1349,0.742
1350,0.7398
1351,0.742
1352,0.7415
1353,0.7363
1354,0.732
1355,0.7315
1356,0.7355
1357,0.7368
1358,0.74
1359,0.7405
1360,0.7408
1361,0.7435
1362,0.7434
1363,0.751
1364,0.7546
1365,0.7517
1366,0.7494
1367,0.751
1368,0.7505
1369,0.751
1370,0.7515
1371,0.7525
1372,0.76
1373,0.7628
1374,0.762
1375,0.7594
1376,0.755
1377,0.7601
1378,0.7565
1379,0.7538
1380,0.7455
1381,0.7493
1382,0.7474
1383,0.7485
1384,0.7525
1385,0.7555
1386,0.762
1387,0.7658
1388,0.7631
1389,0.7598
1390,0.7612
1391,0.7582
1392,0.7628
1393,0.7603
1394,0.759
1395,0.756
1396,0.757
1397,0.7545
1398,0.752
1399,0.7497
1400,0.748
1401,0.7471
1402,0.7485
1403,0.7553
1404,0.754
1405,0.761
1406,0.7615
1407,0.7603
1408,0.7585
1409,0.758
1410,0.753
1411,0.7528
1412,0.7503
1413,0.7358
1414,0.7378
1415,0.738
1416,0.7402
1417,0.735
1418,0.7405
1419,0.7405
1420,0.7434
1421,0.7456
1422,0.7411
1423,0.74
1424,0.7405
1425,0.75
1426,0.7485
1427,0.7424
1428,0.7372
1429,0.7396
1430,0.7384
1431,0.7395
1432,0.739
1433,0.7377
1434,0.736
1435,0.7405
1436,0.7444
1437,0.7379
1438,0.741
1439,0.7405
1440,0.7408
1441,0.741
1442,0.7415
1443,0.7395
1444,0.74
1445,0.7478
1446,0.745
1447,0.7432
1448,0.7433
1449,0.7485
1450,0.7453
1451,0.7475
1452,0.7473
1453,0.7447
1454,0.7469
1455,0.7465
1456,0.7445
1457,0.7431
1458,0.74
1459,0.7389
1460,0.7355
1461,0.7318
1462,0.735
1463,0.7359
1464,0.737
1465,0.7382
1466,0.74
1467,0.7417
1468,0.7443
1469,0.7474
1470,0.7557
1471,0.7549
1472,0.7547
1473,0.7535
1474,0.7575
1475,0.7545
1476,0.7543
1477,0.7532
1478,0.7559
1479,0.7555
1480,0.755
1481,0.7553
1482,0.751
1483,0.7545
1484,0.756
1485,0.7564
1486,0.7581
1487,0.7637
1488,0.7643
1489,0.7618
1490,0.7602
1491,0.76
1492,0.7622
1493,0.7625
1494,0.7678
1495,0.768
1496,0.77
1497,0.7737
1498,0.774
1499,0.7734
1500,0.7734
1501,0.7742
1502,0.775
1503,0.778
1504,0.7769
1505,0.7735
1506,0.7725
1507,0.7779
1508,0.7821
1509,0.7815
1510,0.784
1511,0.7822
1512,0.781
1513,0.781
1514,0.7838
1515,0.783
1516,0.7861
1517,0.7883
1518,0.7897
1519,0.79
1520,0.7902
1521,0.7875
1522,0.7852
1523,0.7815
1524,0.7815
1525,0.7865
1526,0.7894
1527,0.7845
1528,0.7885
1529,0.7883
1530,0.787
1531,0.7854
1532,0.7896
1533,0.7951
1534,0.7955
1535,0.7958
1536,0.7984
1537,0.8005
1538,0.7983
1539,0.8026
1540,0.8012
1541,0.8017
1542,0.8007
1543,0.8015
1544,0.8
1545,0.7945
1546,0.7928
1547,0.7943
1548,0.7935
1549,0.7914
1550,0.7945
1551,0.7983
1552,0.7957
1553,0.798
1554,0.801
1555,0.799
1556,0.793
1557,0.7855
1558,0.7914
1559,0.7935
1560,0.7919
1561,0.7905
1562,0.792
1563,0.7921
1564,0.792
1565,0.7892
1566,0.7876
1567,0.7885
1568,0.7905
1569,0.7903
1570,0.7906
1571,0.7911
1572,0.789
1573,0.7856
1574,0.7872
1575,0.7827
1576,0.7813
1577,0.796
1578,0.7934
1579,0.7922
1580,0.7975
1581,0.7982
1582,0.7973
1583,0.7948
1584,0.7912
1585,0.7875
1586,0.792
1587,0.7906
1588,0.7917
1589,0.7911
1590,0.7912
1591,0.788
1592,0.7873
1593,0.7871
1594,0.7825
1595,0.7735
1596,0.7721
1597,0.773
1598,0.7729
1599,0.7758
1600,0.7772
1601,0.7782
1602,0.7785
1603,0.7776
1604,0.7792
1605,0.779
1606,0.7827
1607,0.7837
1608,0.79
1609,0.7862
1610,0.7898
1611,0.791
1612,0.7903
1613,0.7905
1614,0.7868
1615,0.7905
1616,0.791
1617,0.791
1618,0.792
1619,0.7921
1620,0.7942
1621,0.7975
1622,0.8012
1623,0.7991
1624,0.8004
1625,0.796
1626,0.7927
1627,0.787
1628,0.79
1629,0.7886
1630,0.7895
1631,0.7903
1632,0.7918
1633,0.7875
1634,0.7906
1635,0.793
1636,0.7911
1637,0.7912
1638,0.7915
1639,0.795
1640,0.79
1641,0.7895
1642,0.7867
1643,0.789
1644,0.7894
1645,0.79
1646,0.7905
1647,0.7907
1648,0.7914
1649,0.792
1650,0.7962
1651,0.7967
1652,0.7957
1653,0.7945
1654,0.7927
1655,0.7918
1656,0.7904
1657,0.7909
1658,0.7918
1659,0.793
1660,0.7892
1661,0.7868
1662,0.787
1663,0.7921
1664,0.783
1665,0.7885
1666,0.7894
1667,0.7876
1668,0.7905
1669,0.79
1670,0.7916
1671,0.794
1672,0.7995
1673,0.811
1674,0.812
1675,0.8116
1676,0.8113
1677,0.8111
1678,0.8137
1679,0.818
1680,0.797
1681,0.798
1682,0.798
1683,0.7961
1684,0.8031
1685,0.8018
1686,0.792
1687,0.7925
1688,0.7915
1689,0.793
1690,0.7959
1691,0.7905
1692,0.794
1693,0.7943
1694,0.797
1695,0.796
1696,0.795
1697,0.795
1698,0.7957
1699,0.7944
1700,0.7895
1701,0.7914
1702,0.7882
1703,0.7891
1704,0.7796
1705,0.778
1706,0.7818
1707,0.7783
1708,0.781
1709,0.7767
1710,0.7791
1711,0.78
1712,0.7774
1713,0.7756
1714,0.7716
1715,0.772
1716,0.7722
1717,0.769
1718,0.77
1719,0.7657
1720,0.7625
1721,0.767
1722,0.763
1723,0.7613
1724,0.7648
1725,0.7611
1726,0.7572
1727,0.7583
1728,0.759
1729,0.7676
1730,0.7655
1731,0.7653
1732,0.7663
1733,0.7702
1734,0.777
1735,0.777
1736,0.7768
1737,0.7742
1738,0.7778
1739,0.7765
1740,0.7863
1741,0.7894
1742,0.7841
1743,0.7873
1744,0.788
1745,0.7875
1746,0.7927
1747,0.794
1748,0.7923
1749,0.7978
1750,0.7935
1751,0.786
1752,0.786
1753,0.7871
1754,0.7841
1755,0.787
1756,0.7817
1757,0.783
1758,0.7816
1759,0.7835
1760,0.784
1761,0.7876
1762,0.7845
1763,0.779
1764,0.7755
1765,0.7762
1766,0.781
1767,0.7838
1768,0.7814
1769,0.786
1770,0.779
1771,0.7755
1772,0.7716
1773,0.7735
1774,0.774
1775,0.776
1776,0.778
1777,0.7765
1778,0.7755
1779,0.7768
1780,0.7797
1781,0.7804
1782,0.7795
1783,0.7845
1784,0.784
1785,0.78
1786,0.7772
1787,0.7764
1788,0.78
1789,0.7784
1790,0.7787
1791,0.7767
1792,0.778
1793,0.7765
1794,0.7748
1795,0.7743
1796,0.7742
1797,0.784
1798,0.7795
1799,0.765
1800,0.764
1801,0.7635
1802,0.7644
1803,0.763
1804,0.758
1805,0.7603
1806,0.7587
1807,0.761
1808,0.7608
1809,0.7614
1810,0.7616
1811,0.7579
1812,0.7524
1813,0.7513
1814,0.7485
1815,0.75
1816,0.7505
1817,0.7497
1818,0.7525
1819,0.752
1820,0.7508
1821,0.7513
1822,0.7495
1823,0.7455
1824,0.755
1825,0.7529
1826,0.7525
1827,0.7537
1828,0.7435
1829,0.747
1830,0.745
1831,0.743
1832,0.7404
1833,0.736
1834,0.7343
1835,0.7355
1836,0.7357
1837,0.743
1838,0.741
1839,0.7396
1840,0.7366
1841,0.7375
1842,0.7372
1843,0.7345
1844,0.745
1845,0.7447
1846,0.7451
1847,0.7393
1848,0.7385
1849,0.7392
1850,0.736
1851,0.7333
1852,0.7337
1853,0.7368
1854,0.7381
1855,0.7445
1856,0.7427
1857,0.7428
1858,0.7387
1859,0.7415
1860,0.7422
1861,0.7483
1862,0.7482
1863,0.7463
1864,0.7465
1865,0.74
1866,0.7365
1867,0.7345
1868,0.7265
1869,0.7258
1870,0.7321
1871,0.7308
1872,0.73
1873,0.727
1874,0.72
1875,0.7215
1876,0.7199
1877,0.7165
1878,0.7163
1879,0.7165
1880,0.7203
1881,0.7195
1882,0.7195
1883,0.7206
1884,0.7255
1885,0.7227
1886,0.719
1887,0.725
1888,0.728
1889,0.7283
1890,0.7275
1891,0.7235
1892,0.725
1893,0.7285
1894,0.7356
1895,0.736
1896,0.7364
1897,0.7325
1898,0.7386
1899,0.7325
1900,0.7295
1901,0.723
1902,0.706
1903,0.7015
1904,0.7
1905,0.691
1906,0.7025
1907,0.704
1908,0.7008
1909,0.703
1910,0.712
1911,0.7045
1912,0.703
1913,0.6978
1914,0.694
1915,0.697
1916,0.6935
1917,0.6962
1918,0.696
1919,0.6989
1920,0.699
1921,0.6892
1922,0.6882
1923,0.699
1924,0.6938
1925,0.6865
1926,0.6835
1927,0.6825
1928,0.677
1929,0.677
1930,0.676
1931,0.6732
1932,0.6712
1933,0.6705
1934,0.6675
