Time,Canada
184,0.867152
185,0.869338
186,0.869943
187,0.867002
188,0.865576
189,0.864678
190,0.867378
191,0.867303
192,0.868282
193,0.870398
194,0.866176
195,0.86881
196,0.869565
197,0.868508
198,0.871688
199,0.86783
200,0.865426
201,0.85859
202,0.851209
203,0.856898
204,0.852297
205,0.853971
206,0.855578
207,0.856164
208,0.858001
209,0.858959
210,0.856898
211,0.856311
212,0.858222
213,0.858001
214,0.863036
215,0.861252
216,0.859993
217,0.855432
218,0.854701
219,0.85778
220,0.858738
221,0.860511
222,0.859771
223,0.862069
224,0.862664
225,0.862589
226,0.862069
227,0.859476
228,0.858222
229,0.858516
230,0.85778
231,0.858001
232,0.859254
233,0.859845
234,0.860363
235,0.862813
236,0.864304
237,0.862887
238,0.86192
239,0.862069
240,0.862143
241,0.863931
242,0.864603
243,0.862589
244,0.862813
245,0.862069
246,0.861772
247,0.862069
248,0.861178
249,0.861178
250,0.861698
251,0.864006
252,0.867303
253,0.868583
254,0.867077
255,0.868432
256,0.865127
257,0.867604
258,0.867303
259,0.870701
260,0.870701
261,0.870625
262,0.865501
263,0.862962
264,0.860956
265,0.862962
266,0.862887
267,0.858738
268,0.860511
269,0.862292
270,0.861698
271,0.859919
272,0.861475
273,0.863409
274,0.862441
275,0.863558
276,0.862292
277,0.863185
278,0.864454
279,0.867002
280,0.867077
281,0.866551
282,0.866176
283,0.866551
284,0.867002
285,0.868432
286,0.868056
287,0.86798
288,0.868357
289,0.868206
290,0.869641
291,0.867227
292,0.865276
293,0.865876
294,0.865276
295,0.865726
296,0.866401
297,0.866701
298,0.865576
299,0.867077
300,0.865202
301,0.86326
302,0.865052
303,0.863856
304,0.861698
305,0.862218
306,0.861475
307,0.862962
308,0.862441
309,0.863185
310,0.865052
311,0.865276
312,0.865276
313,0.866701
314,0.866551
315,0.867528
316,0.867905
317,0.869717
318,0.868961
319,0.869717
320,0.870474
321,0.868885
322,0.867679
323,0.865801
324,0.862441
325,0.864828
326,0.865801
327,0.867303
328,0.868131
329,0.867002
330,0.868056
331,0.869792
332,0.868432
333,0.868432
334,0.868961
335,0.868056
336,0.867303
337,0.868508
338,0.869338
339,0.868734
340,0.86949
341,0.870322
342,0.869036
343,0.869868
344,0.870474
345,0.870171
346,0.868885
347,0.869943
348,0.872296
349,0.871688
350,0.871992
351,0.873134
352,0.873286
353,0.873744
354,0.872981
355,0.87222
356,0.87146
357,0.871536
358,0.87321
359,0.873744
360,0.873744
361,0.874891
362,0.875274
363,0.87535
364,0.87581
365,0.87512
366,0.874891
367,0.875734
368,0.87581
369,0.875197
370,0.87535
371,0.874891
372,0.874661
373,0.875044
374,0.874279
375,0.873744
376,0.87146
377,0.87108
378,0.870095
379,0.870852
380,0.87222
381,0.872372
382,0.871536
383,0.866176
384,0.862069
385,0.864528
386,0.864454
387,0.867679
388,0.869717
389,0.870246
390,0.868583
391,0.868131
392,0.869338
393,0.86881
394,0.869717
395,0.870549
396,0.87146
397,0.872068
398,0.871992
399,0.871916
400,0.8726
401,0.87382
402,0.874585
403,0.873897
404,0.873897
405,0.87558
406,0.874279
407,0.874508
408,0.874126
409,0.873744
410,0.875887
411,0.876578
412,0.876732
413,0.875503
414,0.876655
415,0.875887
416,0.876424
417,0.877578
418,0.877886
419,0.876732
420,0.878889
421,0.87943
422,0.880204
423,0.879894
424,0.879894
425,0.880669
426,0.881446
427,0.881834
428,0.881446
429,0.880902
430,0.881601
431,0.883783
432,0.884173
433,0.883939
434,0.88347
435,0.885347
436,0.886132
437,0.88574
438,0.884564
439,0.885426
440,0.885112
441,0.884408
442,0.886525
443,0.887311
444,0.887548
445,0.886918
446,0.888573
447,0.888415
448,0.890313
449,0.890631
450,0.890472
451,0.892061
452,0.89222
453,0.888099
454,0.883314
455,0.884408
456,0.886525
457,0.885975
458,0.880359
459,0.880437
460,0.878889
461,0.877501
462,0.880282
463,0.879507
464,0.881057
465,0.882223
466,0.881679
467,0.880747
468,0.879507
469,0.879662
470,0.880204
471,0.879972
472,0.876655
473,0.87558
474,0.87535
475,0.874355
476,0.872981
477,0.871992
478,0.86408
479,0.865801
480,0.861995
481,0.861401
482,0.861104
483,0.861846
484,0.86326
485,0.865202
486,0.868432
487,0.871612
488,0.874661
489,0.875657
490,0.875044
491,0.870322
492,0.866326
493,0.870322
494,0.870474
495,0.864828
496,0.867077
497,0.867152
498,0.866701
499,0.865876
500,0.863334
501,0.856531
502,0.852442
503,0.851571
504,0.853024
505,0.848896
506,0.850919
507,0.852442
508,0.846883
509,0.847961
510,0.848176
511,0.84832
512,0.849834
513,0.845666
514,0.845881
515,0.843739
516,0.84246
517,0.840689
518,0.841822
519,0.843882
520,0.844452
521,0.842247
522,0.843241
523,0.846883
524,0.847817
525,0.846024
526,0.844096
527,0.839842
528,0.838715
529,0.839983
530,0.841397
531,0.838364
532,0.83654
533,0.83731
534,0.83696
535,0.834028
536,0.833194
537,0.835422
538,0.838012
539,0.835561
540,0.834376
541,0.838223
542,0.838926
543,0.840972
544,0.840477
545,0.841184
546,0.839842
547,0.840195
548,0.839278
549,0.838223
550,0.840831
551,0.841893
552,0.841751
553,0.840831
554,0.841468
555,0.842673
556,0.842957
557,0.846167
558,0.847529
559,0.845809
560,0.846024
561,0.847458
562,0.842957
563,0.843313
564,0.843455
565,0.837521
566,0.83654
567,0.837451
568,0.83612
569,0.839983
570,0.839278
571,0.835631
572,0.834168
573,0.833333
574,0.828981
575,0.83022
576,0.829738
577,0.831601
578,0.831393
579,0.834864
580,0.83619
581,0.83612
582,0.83612
583,0.83647
584,0.832016
585,0.831947
586,0.830565
587,0.830013
588,0.830013
589,0.83091
590,0.833125
591,0.835073
592,0.838504
593,0.837521
594,0.837872
595,0.83682
596,0.838012
597,0.839208
598,0.838574
599,0.83612
600,0.835911
601,0.835073
602,0.834655
603,0.83696
604,0.835422
605,0.835631
606,0.83731
607,0.838223
608,0.837872
609,0.835282
610,0.83257
611,0.831601
612,0.831601
613,0.833472
614,0.835771
615,0.839278
616,0.837521
617,0.838786
618,0.838364
619,0.837802
620,0.838364
621,0.839701
622,0.840336
623,0.840831
624,0.838364
625,0.839983
626,0.841397
627,0.839278
628,0.841043
629,0.841468
630,0.842105
631,0.845237
632,0.844238
633,0.844452
634,0.843597
635,0.845309
636,0.842815
637,0.843241
638,0.83949
639,0.838997
640,0.838012
641,0.835213
642,0.834864
643,0.838434
644,0.838715
645,0.840054
646,0.840407
647,0.839701
648,0.83682
649,0.835771
650,0.83668
651,0.83731
652,0.835422
653,0.834376
654,0.834028
655,0.830358
656,0.822368
657,0.819672
658,0.818465
659,0.825219
660,0.820345
661,0.818331
662,0.821288
663,0.82203
664,0.812216
665,0.804894
666,0.805477
667,0.806712
668,0.802246
669,0.797448
670,0.801282
671,0.804117
672,0.796813
673,0.801989
674,0.800833
675,0.802182
676,0.79968
677,0.80289
678,0.800961
679,0.80032
680,0.801667
681,0.802118
682,0.807754
683,0.807754
684,0.804829
685,0.801989
686,0.80032
687,0.805477
688,0.805283
689,0.802568
690,0.801282
691,0.790952
692,0.791452
693,0.791139
694,0.787402
695,0.784314
696,0.784006
697,0.785546
698,0.782167
699,0.777907
700,0.777545
701,0.777786
702,0.780336
703,0.783085
704,0.78235
705,0.783699
706,0.784375
707,0.785238
708,0.783392
709,0.78456
710,0.782963
711,0.784437
712,0.783945
713,0.792833
714,0.793336
715,0.792581
716,0.789889
717,0.788208
718,0.786535
719,0.78235
720,0.783208
721,0.78235
722,0.781372
723,0.779727
724,0.784006
725,0.782289
726,0.782167
727,0.783147
728,0.780945
729,0.776699
730,0.77991
731,0.781922
732,0.786658
733,0.78734
734,0.786844
735,0.787402
736,0.791139
737,0.791954
738,0.792958
739,0.791077
740,0.788519
741,0.789952
742,0.795988
743,0.796559
744,0.795925
745,0.792581
746,0.793651
747,0.795545
748,0.792456
749,0.797766
750,0.800128
751,0.800128
752,0.801282
753,0.801989
754,0.804635
755,0.801603
756,0.804182
757,0.802439
758,0.802697
759,0.803471
760,0.804182
761,0.802246
762,0.79968
763,0.79885
764,0.801796
765,0.80289
766,0.803019
767,0.801089
768,0.803471
769,0.803859
770,0.803277
771,0.802053
772,0.799105
773,0.795355
774,0.794597
775,0.793336
776,0.794913
777,0.79384
778,0.79321
779,0.792833
780,0.791515
781,0.793021
782,0.794281
783,0.796052
784,0.795735
785,0.792707
786,0.794597
787,0.785731
788,0.788333
789,0.784375
790,0.784498
791,0.785731
792,0.784745
793,0.783883
794,0.785546
795,0.788955
796,0.788457
797,0.789578
798,0.792267
799,0.793273
800,0.790826
801,0.786968
802,0.786535
803,0.78456
804,0.782779
805,0.782167
806,0.779423
807,0.780884
808,0.7818
809,0.78125
810,0.780336
811,0.781494
812,0.781006
813,0.783024
814,0.784375
815,0.780823
816,0.779727
817,0.779423
818,0.779059
819,0.780336
820,0.779849
821,0.776036
822,0.775976
823,0.777786
824,0.778392
825,0.781006
826,0.783392
827,0.781861
828,0.782289
829,0.77918
830,0.780092
831,0.781372
832,0.782228
833,0.782228
834,0.782963
835,0.781555
836,0.781311
837,0.780396
838,0.778816
839,0.779059
840,0.776699
841,0.778574
842,0.77682
843,0.774593
844,0.776458
845,0.775494
846,0.774713
847,0.774353
848,0.774114
849,0.768758
850,0.763417
851,0.760456
852,0.760341
853,0.760861
854,0.757576
855,0.758438
856,0.757576
857,0.757576
858,0.75792
859,0.760746
860,0.759878
861,0.756544
862,0.757346
863,0.757117
864,0.756029
865,0.75358
866,0.752785
867,0.755116
868,0.75815
869,0.759705
870,0.760746
871,0.759763
872,0.756544
873,0.761615
874,0.76063
875,0.761035
876,0.75643
877,0.755744
878,0.75815
879,0.756144
880,0.757863
881,0.755116
882,0.755458
883,0.752502
884,0.748503
885,0.746826
886,0.746826
887,0.747049
888,0.748783
889,0.750188
890,0.75092
891,0.751202
892,0.752276
893,0.75375
894,0.75092
895,0.753296
896,0.754546
897,0.75643
898,0.759301
899,0.766284
900,0.76365
901,0.757174
902,0.758495
903,0.756029
904,0.75643
905,0.759878
906,0.765814
907,0.763825
908,0.766401
909,0.773096
910,0.771426
911,0.764935
912,0.764176
913,0.761325
914,0.757174
915,0.75815
916,0.759705
917,0.756029
918,0.753125
919,0.75188
920,0.75358
921,0.752276
922,0.752559
923,0.74912
924,0.747831
925,0.750019
926,0.751371
927,0.752445
928,0.75375
929,0.756029
930,0.755858
931,0.754831
932,0.752276
933,0.752332
934,0.749625
935,0.750075
936,0.75092
937,0.746993
938,0.743882
939,0.743937
940,0.749344
941,0.753863
942,0.753863
943,0.753012
944,0.752445
945,0.749906
946,0.752445
947,0.754432
948,0.760167
949,0.759129
950,0.758725
951,0.756716
952,0.755572
953,0.758668
954,0.756487
955,0.757117
956,0.75706
957,0.757289
958,0.760052
959,0.762777
960,0.763184
961,0.762486
962,0.762777
963,0.762369
964,0.761441
965,0.762486
966,0.755287
967,0.75358
968,0.751428
969,0.753182
970,0.753125
971,0.749457
972,0.745268
973,0.74499
974,0.74366
975,0.745379
976,0.744602
977,0.738771
978,0.738225
979,0.740302
980,0.745935
981,0.746993
982,0.744879
983,0.746269
984,0.742115
985,0.739864
986,0.739536
987,0.74085
988,0.73888
989,0.737409
990,0.736648
991,0.736974
992,0.736757
993,0.739536
994,0.73654
995,0.734376
996,0.735294
997,0.733138
998,0.734053
999,0.732279
1000,0.730194
